material_id,standard_id,first_seen,internal_name,language,size,direction,theme,optimization,stylization,pain_point,exercise_type,r_version,c_version,m_version,designer,designer_variant,serial_code,parse_status,channels,source_files,total_purchases,total_spend,total_impressions,avg_ctr,avg_roas,has_order
20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-love yourself_RS-P3X1R1C3_fj,20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj,2026-07-10,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,107.18,40689.0,0.69,0.0,False
20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-that girl_RS-P3X1R1C3_LV1-background_fj,20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_LV1-background_fj,2026-07-10,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,其他,fj,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,5.25,2816.0,1.2,0.0,False
20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-thatgirl_RS-P3X1R1C3_fj,20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj,2026-07-10,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,1.35,375.0,0.0,0.0,False
20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-train_RS-P3X1R1C3_fj,20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj,2026-07-10,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",2.0,207.68,48046.0,0.93,0.23,True
20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-train_RS-P3X1R1C3_fj - Copy,20260710_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj - Copy,2026-07-10,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,其他,,,complete,WW,account_all_WW.csv,0.0,6.35,1980.0,1.48,0.0,False
20260710_GrowMe_EN_9x16_FX-Women_ZT-SelfGrowth-Learning_RS-P1X1R3C3_wxx,20260710_GrowMe_EN_9x16_FX-Women_ZT-selfgrowth_RS-P1X1R3C3_wxx,2026-07-10,GrowMe,EN,9x16,Women,selfgrowth,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,0.8200000000000001,368.0,0.0,0.0,False
20260710_GrowMe_EN_9x16_FX-Women_ZT-Women-pic1_RS-P1X1R3C3_wxx,20260710_GrowMe_EN_9x16_FX-Women_ZT-women_RS-P1X1R3C3_wxx,2026-07-10,GrowMe,EN,9x16,Women,women,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,"0706周图片素材.csv,account_all_WW.csv",0.0,1.9700000000000002,113.0,4.12,0.0,False
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-hua_RS-P1X1R3C1_gy,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C1_gy,2026-07-10,growme,EN,9x16,EnglishLearners,learning,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,7.87,2383.0,1.63,0.0,False
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-list_RS-P1X1R3C1_gy,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C1_gy,2026-07-10,growme,EN,9x16,EnglishLearners,learning,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,73.12,38086.0,0.73,0.0,False
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-page_RS-P1X1R3C1_gy,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C1_gy,2026-07-10,growme,EN,9x16,EnglishLearners,learning,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",10.0,473.69000000000005,213803.0,1.14,0.66,True
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-page_RS-P1X1R3C1_gy - Copy,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C1_gy - Copy,2026-07-10,growme,EN,9x16,EnglishLearners,learning,,P1X1R3C1,P1,X1,R3,C1,,其他,,,complete,WW,account_all_WW.csv,0.0,39.83,36623.0,1.35,0.0,False
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-speaker_RS-P1X1R3C1_gy,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C1_gy,2026-07-10,growme,EN,9x16,EnglishLearners,learning,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,79.17,34869.0,1.17,0.0,False
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-VP-english-1_RS-P1X1R3C3_wxx,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-vp_RS-P1X1R3C3_wxx,2026-07-10,growme,EN,9x16,EnglishLearners,vp,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,3.03,589.0,0.0,0.0,False
20260710_growme_EN_9x16_FX-EnglishLearners_ZT-VP-english-4_RS-P1X1R3C3_wxx,20260710_growme_EN_9x16_FX-EnglishLearners_ZT-vp_RS-P1X1R3C3_wxx,2026-07-10,growme,EN,9x16,EnglishLearners,vp,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,"0706周新形式素材2.csv,account_all_WW.csv",0.0,0.08,46.0,0.0,0.0,False
20260710_growme_EN_9x16_FX-EnglishReaders_ZT-learning-pic10_RS-P1X1R3C3_gy,20260710_growme_EN_9x16_FX-EnglishReaders_ZT-learning_RS-P1X1R3C3_gy,2026-07-10,growme,EN,9x16,englishreaders,learning,,P1X1R3C3,P1,X1,R3,C3,,gy,,,complete,WW,"0706周图片素材.csv,account_all_WW.csv",1.0,71.01,9799.0,3.55,0.19,True
20260710_growme_EN_9x16_FX-EnglishReaders_ZT-learning-pic11_RS-P1X1R3C3_gy,20260710_growme_EN_9x16_FX-EnglishReaders_ZT-learning_RS-P1X1R3C3_gy,2026-07-10,growme,EN,9x16,englishreaders,learning,,P1X1R3C3,P1,X1,R3,C3,,gy,,,complete,WW,"0706周图片素材.csv,account_all_WW.csv",0.0,74.86,5742.0,1.95,0.0,False
20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-friendf_RS-P3X1R1C3_fj,20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj,2026-07-13,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,"0713周新创意素材.csv,account_all_WW.csv",0.0,60.64,24112.0,1.0,0.0,False
20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-that girl_RS-P3X1R1C3_fj,20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj,2026-07-13,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,"0713周新创意素材.csv,account_all_WW.csv",0.0,38.14,22274.0,0.49,0.0,False
20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-track_RS-P3X1R1C3_fj,20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P3X1R1C3_fj,2026-07-13,GrowMe,EN,9x16,EnglishLearners,learning,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,"0713周新创意素材.csv,account_all_WW.csv",0.0,64.7,22570.0,0.77,0.0,False
20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,EnglishLearners,learning,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,33.68,20307.0,0.98,0.0,False
20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-EnglishLearners_ZT-learning_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,EnglishLearners,learning,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,25.61,22465.0,0.67,0.0,False
20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-BookReading_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-bookreading_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,FinanceSeekers,bookreading,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.18,154.0,0.0,0.0,False
20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-Finance_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-finance_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,FinanceSeekers,finance,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.11,84.0,1.33,0.0,False
20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-Growth_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-growth_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,FinanceSeekers,growth,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.19,109.0,0.0,0.0,False
20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-SelfImprovement_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-selfimprovement_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,FinanceSeekers,selfimprovement,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.9500000000000001,804.0,1.59,0.0,False
20260713_GrowMe_EN_9x16_FX-Men_ZT-SelfImprovement_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Men_ZT-selfimprovement_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,men,selfimprovement,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,1.97,907.0,1.06,0.0,False
20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-EmotionalHealth_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-emotionalhealth_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Overthinkers,emotionalhealth,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.52,183.0,2.22,0.0,False
20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-EmotionalHealth_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-emotionalhealth_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Overthinkers,emotionalhealth,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",3.0,126.88,79206.0,1.55,0.66,True
20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-EmotionalHealth_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-emotionalhealth_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Overthinkers,emotionalhealth,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,40.08,19824.0,1.63,0.0,False
20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-LifeLessons_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-lifelessons_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Overthinkers,lifelessons,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,3.06,2572.0,0.45,0.0,False
20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset-2_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-mindset_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Overthinkers,mindset,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,31.54,20468.0,1.77,0.0,False
20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Overthinkers_ZT-mindset_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Overthinkers,mindset,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,10.170000000000002,5339.0,0.61,0.0,False
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Communication-2_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-communication_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Professionals,communication,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,93.9,53068.0,0.57,0.0,False
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Communication_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-communication_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Professionals,communication,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,38.38,20560.0,1.46,0.0,False
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Communication_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-communication_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Professionals,communication,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,28.66,27222.0,1.55,0.0,False
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Focus_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-focus_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Professionals,focus,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,21.38,14537.0,1.69,0.0,False
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Growth_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-growth_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Professionals,growth,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.3,228.0,1.61,0.0,False
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Habits_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-habits_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Professionals,habits,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",10.0,555.66,307053.0,0.71,0.75,True
20260713_GrowMe_EN_9x16_FX-Professionals_ZT-Habits_RS-P1X1R3C3_czy - Copy,20260713_GrowMe_EN_9x16_FX-Professionals_ZT-habits_RS-P1X1R3C3_czy - Copy,2026-07-13,GrowMe,EN,9x16,Professionals,habits,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,account_all_WW.csv,0.0,0.37,168.0,0.6,0.0,False
20260713_GrowMe_EN_9x16_FX-Readers_ZT-BookReading_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Readers_ZT-bookreading_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Readers,bookreading,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,1.36,496.0,1.09,0.0,False
20260713_GrowMe_EN_9x16_FX-Readers_ZT-BookReading_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-Readers_ZT-bookreading_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Readers,bookreading,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,40.23,19991.0,1.5,0.0,False
20260713_GrowMe_EN_9x16_FX-Readers_ZT-BookReading_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Readers_ZT-bookreading_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Readers,bookreading,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,4.05,2355.0,0.56,0.0,False
20260713_GrowMe_EN_9x16_FX-Readers_ZT-Habits_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Readers_ZT-habits_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Readers,habits,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,35.44,26223.0,0.92,0.0,False
20260713_GrowMe_EN_9x16_FX-Readers_ZT-Learning_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Readers_ZT-learning_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Readers,learning,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,32.7,21239.0,1.16,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-BookReading_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-bookreading_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,SelfGrowth,bookreading,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,31.439999999999998,26956.0,1.12,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Communication_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-communication_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,SelfGrowth,communication,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",4.0,363.65,249069.0,0.83,0.32,True
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Communication_RS-P1X1R3C3_czy - Copy,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-communication_RS-P1X1R3C3_czy - Copy,2026-07-13,GrowMe,EN,9x16,SelfGrowth,communication,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,account_all_WW.csv,0.0,0.45,244.0,0.41,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Discipline_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-discipline_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,SelfGrowth,discipline,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.22,216.0,0.0,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Growth-2_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-growth_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,SelfGrowth,growth,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,31.92,25020.0,1.14,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Habits-2_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-habits_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,SelfGrowth,habits,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,19.479999999999997,11855.0,2.52,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Habits_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-habits_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,SelfGrowth,habits,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,28.58,17861.0,1.38,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-LifeLessons_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-lifelessons_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,SelfGrowth,lifelessons,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,7.6899999999999995,3905.0,0.93,0.0,False
20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Mindset_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-SelfGrowth_ZT-mindset_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,SelfGrowth,mindset,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,21.04,13524.0,1.35,0.0,False
20260713_GrowMe_EN_9x16_FX-Students_ZT-Discipline_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Students_ZT-discipline_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Students,discipline,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,8.23,3224.0,1.34,0.0,False
20260713_GrowMe_EN_9x16_FX-Students_ZT-Growth_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Students_ZT-growth_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Students,growth,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,42.2,25338.0,1.26,0.0,False
20260713_GrowMe_EN_9x16_FX-Students_ZT-Growth_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Students_ZT-growth_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Students,growth,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,31.38,21774.0,0.55,0.0,False
20260713_GrowMe_EN_9x16_FX-Students_ZT-Habits_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-Students_ZT-habits_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Students,habits,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",2.0,182.26,96764.0,1.18,0.38,True
20260713_GrowMe_EN_9x16_FX-Students_ZT-Learning_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Students_ZT-learning_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Students,learning,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,40.9,26665.0,1.57,0.0,False
20260713_GrowMe_EN_9x16_FX-Students_ZT-Learning_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Students_ZT-learning_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Students,learning,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,0.66,429.0,0.49,0.0,False
20260713_GrowMe_EN_9x16_FX-Students_ZT-Mindset_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Students_ZT-mindset_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Students,mindset,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,39.14,20138.0,1.06,0.0,False
20260713_GrowMe_EN_9x16_FX-Women_ZT-EmotionalHealth_RS-P1X1R3C3_aitool_czy,20260713_GrowMe_EN_9x16_FX-Women_ZT-emotionalhealth_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Women,emotionalhealth,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",2.0,9.120000000000001,3168.0,1.12,14.7,True
20260713_GrowMe_EN_9x16_FX-Women_ZT-Growth_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Women_ZT-growth_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Women,growth,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,11.27,5925.0,1.98,0.0,False
20260713_GrowMe_EN_9x16_FX-Women_ZT-SelfGrowth-Learning_RS-P1X1R3C3_wxx,20260713_GrowMe_EN_9x16_FX-Women_ZT-selfgrowth_RS-P1X1R3C3_wxx,2026-07-13,GrowMe,EN,9x16,Women,selfgrowth,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,"0713周新创意素材.csv,account_all_WW.csv",0.0,54.7,30434.0,0.55,0.0,False
20260713_GrowMe_EN_9x16_FX-Women_ZT-SelfImprovement_RS-P1X1R3C3_aitool_cty,20260713_GrowMe_EN_9x16_FX-Women_ZT-selfimprovement_RS-P1X1R3C3_cty,2026-07-13,GrowMe,EN,9x16,Women,selfimprovement,,P1X1R3C3,P1,X1,R3,C3,,cty,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,7.44,3179.0,1.79,0.0,False
20260713_GrowMe_EN_9x16_FX-Women_ZT-SelfImprovement_RS-P1X1R3C3_czy,20260713_GrowMe_EN_9x16_FX-Women_ZT-selfimprovement_RS-P1X1R3C3_czy,2026-07-13,GrowMe,EN,9x16,Women,selfimprovement,,P1X1R3C3,P1,X1,R3,C3,,czy,,,complete,WW,"0713周老素材.csv,account_all_WW.csv",0.0,25.53,13268.0,0.69,0.0,False
