material_id,standard_id,first_seen,internal_name,language,size,direction,theme,optimization,stylization,pain_point,exercise_type,r_version,c_version,m_version,designer,designer_variant,serial_code,parse_status,channels,source_files,total_purchases,total_spend,total_impressions,avg_ctr,avg_roas,has_order
New App promotion Ad,00000000_GrowMe_EN_9x16_FX-未知_ZT-未知_RS-_未知,,未知,未知,未知,未知,未知,,未知,未知,未知,未知,未知,未知,其他,,,partial,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20250104_GrowMe_EN_4x5_FX-10 Books_ZT-Midlife Crisis_RS-P1X1R3C1_pingme_wlf,20250104_GrowMe_EN_4x5_FX-10 books_ZT-midlife crisis_RS-P1X1R3C1_pingme_wlf,2025-01-04,GrowMe,EN,4x5,10 books,midlife crisis,,P1X1R3C1,P1,X1,R3,C1,,pingme,wlf,,complete,WW,account_all_WW.csv,0.0,10.53,3067.0,0.78,0.0,False
20250104_GrowMe_EN_4x5_FX-month_ZT-Goodbye Social Media-Crisis_RS-P1X1R3C1_pingme_wlf,20250104_GrowMe_EN_4x5_FX-month_ZT-goodbye social media-crisis_RS-P1X1R3C1_pingme_wlf,2025-01-04,GrowMe,EN,4x5,month,goodbye social media-crisis,,P1X1R3C1,P1,X1,R3,C1,,pingme,wlf,,complete,WW,account_all_WW.csv,0.0,12.16,2163.0,1.06,0.0,False
20250105_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,20250105_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,2025-01-05,growme,EN,9x16,test,read,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,93.0,6722.230000000001,5211154.0,1.45,0.22,True
20250309_GrowMe_EN_9x16_FX-book_ZT-20book_RS-P1X1R3C3_095KB_HJ_RMG-1717B,20250309_GrowMe_EN_9x16_FX-book_ZT-20book_RS-P1X1R3C3_095KB,2025-03-09,GrowMe,EN,9x16,book,20book,,P1X1R3C3,P1,X1,R3,C3,,095KB,,RMG-1717B,complete,T1,account_all_WW.csv,0.0,22.07,1129.0,2.13,0.0,False
20250309_GrowMe_EN_9x16_FX-book_ZT-20book_RS-P1X1R3C3_095KB_wxx_HJ_RMG-1717C,20250309_GrowMe_EN_9x16_FX-book_ZT-20book_RS-P1X1R3C3_095KB,2025-03-09,GrowMe,EN,9x16,book,20book,,P1X1R3C3,P1,X1,R3,C3,,095KB,,RMG-1717C,complete,T1,account_all_WW.csv,0.0,0.22,39.0,2.56,0.0,False
20250925_growme_EN_9x16_FX-test_ZT-book_RS-P1X1R3C1_gy,20250925_growme_EN_9x16_FX-test_ZT-book_RS-P1X1R3C1_gy,2025-09-25,growme,EN,9x16,test,book,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,33.14,3624.0,1.07,0.0,False
20250925_growme_EN_9x16_FX-test_ZT-learning_RS-P1X1R3C1_gy,20250925_growme_EN_9x16_FX-test_ZT-learning_RS-P1X1R3C1_gy,2025-09-25,growme,EN,9x16,test,learning,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,103.59,4124.0,2.58,0.0,False
20250926_GrowMe_EN_9x16_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,20250926_GrowMe_EN_9x16_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,2025-09-26,GrowMe,EN,9x16,pic,test-6,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,57.0,9837.7,6765245.0,2.85,0.07,True
20250926_GrowMe_EN_9x16_FX-test_ZT-driving_RS-P3X1R1C3_fj,20250926_GrowMe_EN_9x16_FX-test_ZT-driving_RS-P3X1R1C3_fj,2025-09-26,GrowMe,EN,9x16,test,driving,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,53.62,3708.0,0.75,0.0,False
20250926_growme_EN_9x16_FX-book_ZT-youtube_RS-P1X1R3C3_wxx,20250926_growme_EN_9x16_FX-book_ZT-youtube_RS-P1X1R3C3_wxx,2025-09-26,growme,EN,9x16,book,youtube,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,6.35,532.0,8.89,0.0,False
20250926_growme_EN_9x16_FX-test_ZT-20book_RS-P1X1R3C3_wxx,20250926_growme_EN_9x16_FX-test_ZT-20book_RS-P1X1R3C3_wxx,2025-09-26,growme,EN,9x16,test,20book,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,11.0,1342.66,848003.0,1.71,0.78,True
20251010_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,20251010_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,2025-10-10,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,3.69,2015.0,0.89,0.0,False
20251010_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,20251010_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,2025-10-10,GrowMe,EN,4x5,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,8.36,2077.0,0.91,0.0,False
20251010_growme_EN_9x16_FX-book_ZT-scan2_RS-P1X1R3C3_FL_wxx,20251010_growme_EN_9x16_FX-book_ZT-scan2_RS-P1X1R3C3_FL_wxx,2025-10-10,growme,EN,9x16,book,scan2,,P1X1R3C3,P1,X1,R3,C3,,其他,wxx,,complete,"T1,WW",account_all_WW.csv,16.0,2168.77,188444.0,1.95,0.12,True
20251010_growme_EN_9x16_FX-book_ZT-scan_RS-P1X1R3C3_FL_wxx,20251010_growme_EN_9x16_FX-book_ZT-scan_RS-P1X1R3C3_FL_wxx,2025-10-10,growme,EN,9x16,book,scan,,P1X1R3C3,P1,X1,R3,C3,,其他,wxx,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251011_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,20251011_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,2025-10-11,GrowMe,EN,4x5,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.67,369.0,0.81,0.0,False
20251011_GrowMe_EN_9x16_FX-test_ZT-10days_RS-P3X1R1C3_fj,20251011_GrowMe_EN_9x16_FX-test_ZT-10days_RS-P3X1R1C3_fj,2025-10-11,GrowMe,EN,9x16,test,10days,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251014_growme_EN_9x16_FX-book_ZT-scan-1321_RS-P1X1R3C3_wxx,20251014_growme_EN_9x16_FX-book_ZT-scan-1321_RS-P1X1R3C3_wxx,2025-10-14,growme,EN,9x16,book,scan-1321,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251014_growme_EN_9x16_FX-book_ZT-scan-205_RS-P1X1R3C3_wxx,20251014_growme_EN_9x16_FX-book_ZT-scan-205_RS-P1X1R3C3_wxx,2025-10-14,growme,EN,9x16,book,scan-205,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251014_growme_EN_9x16_FX-book_ZT-scan-7344_RS-P1X1R3C3_wxx,20251014_growme_EN_9x16_FX-book_ZT-scan-7344_RS-P1X1R3C3_wxx,2025-10-14,growme,EN,9x16,book,scan-7344,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251015_growme_EN_9x16_FX-test_ZT-pic1_RS-P1X1R3C3_wxx,20251015_growme_EN_9x16_FX-test_ZT-pic1_RS-P1X1R3C3_wxx,2025-10-15,growme,EN,9x16,test,pic1,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,3.0,202.95999999999998,85730.0,1.4,0.2,True
20251015_growme_EN_9x16_FX-test_ZT-pic4_RS-P1X1R3C3_wxx,20251015_growme_EN_9x16_FX-test_ZT-pic4_RS-P1X1R3C3_wxx,2025-10-15,growme,EN,9x16,test,pic4,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,7.0,2120.61,1386342.0,1.07,0.07,True
20251016_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,20251016_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,2025-10-16,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,6.880000000000001,2468.0,0.96,0.0,False
20251016_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,20251016_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,2025-10-16,GrowMe,EN,4x5,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,70.71000000000001,29970.0,1.69,0.0,False
20251016_GrowMe_EN_9x16_FX-pic_ZT-test-5_RS-P3X1R1C3_fj,20251016_GrowMe_EN_9x16_FX-pic_ZT-test-5_RS-P3X1R1C3_fj,2025-10-16,GrowMe,EN,9x16,pic,test-5,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,14.91,11036.0,0.52,0.0,False
20251016_growme_EN_9x16_FX-book_ZT-challenge_RS-P1X1R3C3_FL_wxx,20251016_growme_EN_9x16_FX-book_ZT-challenge_RS-P1X1R3C3_FL_wxx,2025-10-16,growme,EN,9x16,book,challenge,,P1X1R3C3,P1,X1,R3,C3,,其他,wxx,,complete,"T1,WW",account_all_WW.csv,0.0,9.81,6846.0,0.85,0.0,False
20251016_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C1_gy,20251016_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C1_gy,2025-10-16,growme,EN,9x16,test,scan,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251017_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,20251017_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,2025-10-17,GrowMe,EN,4x5,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,9.0,773.11,172574.0,1.39,0.1,True
20251017_GrowMe_EN_9x16_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,20251017_GrowMe_EN_9x16_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,2025-10-17,GrowMe,EN,9x16,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,10.0,751.75,173097.0,3.35,0.2,True
20251021_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,20251021_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,2025-10-21,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,32.0,3981.7400000000002,1559027.0,1.16,0.09,True
20251021_growme_EN_9x16_FX-book_ZT-20book_RS-P1X1R3C3_wxx,20251021_growme_EN_9x16_FX-book_ZT-20book_RS-P1X1R3C3_wxx,2025-10-21,growme,EN,9x16,book,20book,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,46.24,2292.0,0.92,0.0,False
20251021_growme_EN_9x16_FX-book_ZT-scan-duibi_RS-P1X1R3C3_mia_wxx,20251021_growme_EN_9x16_FX-book_ZT-scan-duibi_RS-P1X1R3C3_mia_wxx,2025-10-21,growme,EN,9x16,book,scan-duibi,,P1X1R3C3,P1,X1,R3,C3,,其他,wxx,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251021_growme_EN_9x16_FX-book_ZT-scan_RS-P1X1R3C3_mia_wxx,20251021_growme_EN_9x16_FX-book_ZT-scan_RS-P1X1R3C3_mia_wxx,2025-10-21,growme,EN,9x16,book,scan,,P1X1R3C3,P1,X1,R3,C3,,其他,wxx,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251023_GrowMe_EN4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,20251023_GrowMe_EN_9x16_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,2025-10-23,未知,未知,未知,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,1.0,355.36999999999995,197807.0,1.2,0.11,True
20251023_GrowMe_EN_9x16_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,20251023_GrowMe_EN_9x16_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,2025-10-23,GrowMe,EN,9x16,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,14.280000000000001,2945.0,0.57,0.0,False
20251023_growme_EN_9x16_FX-book_ZT-pic1_RS-P1X1R3C3_wxx,20251023_growme_EN_9x16_FX-book_ZT-pic1_RS-P1X1R3C3_wxx,2025-10-23,growme,EN,9x16,book,pic1,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,"T1,WW",account_all_WW.csv,0.0,77.33999999999999,24407.0,1.63,0.0,False
20251024_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C1_gy,20251024_growme_EN_9x16_FX-test_ZT-scan_RS-P1X1R3C1_gy,2025-10-24,growme,EN,9x16,test,scan,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251028_growme_EN_9x16_FX-story_ZT-lunbo_RS-P1X1R3C3_wxx,20251028_growme_EN_9x16_FX-story_ZT-lunbo_RS-P1X1R3C3_wxx,2025-10-28,growme,EN,9x16,story,lunbo,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251028_growme_EN_9x16_FX-test_ZT-book_RS-P1X1R3C1_gy,20251028_growme_EN_9x16_FX-test_ZT-book_RS-P1X1R3C1_gy,2025-10-28,growme,EN,9x16,test,book,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251029_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,20251029_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,2025-10-29,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251029_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,20251029_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,2025-10-29,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251029_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,20251029_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,2025-10-29,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251029_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,20251029_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,2025-10-29,GrowMe,EN,4x5,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251029_growme_EN_9x16_FX-story_ZT-scan_RS-P1X1R3C3_wxx,20251029_growme_EN_9x16_FX-story_ZT-scan_RS-P1X1R3C3_wxx,2025-10-29,growme,EN,9x16,story,scan,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251030_GrowMe_EN_9x16_FX-test_ZT- 15day_RS-P3X1R1C3_fj,20251030_GrowMe_EN_9x16_FX-test_ZT-15day_RS-P3X1R1C3_fj,2025-10-30,GrowMe,EN,9x16,test,15day,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251030_growme_EN_4x5_FX-pic_ZT-20sentrnces_RS-P1X1R3C3_wxx,20251030_growme_EN_4x5_FX-pic_ZT-20sentrnces_RS-P1X1R3C3_wxx,2025-10-30,growme,EN,4x5,pic,20sentrnces,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251030_growme_EN_9x16_FX-story_ZT-6mustread_RS-P1X1R3C3_wxx,20251030_growme_EN_9x16_FX-story_ZT-6mustread_RS-P1X1R3C3_wxx,2025-10-30,growme,EN,9x16,story,6mustread,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251030_growme_EN_9x16_FX-test_ZT-14book_RS-P1X1R3C1_gy,20251030_growme_EN_9x16_FX-test_ZT-14book_RS-P1X1R3C1_gy,2025-10-30,growme,EN,9x16,test,14book,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_GrowMe_EN_9x16_FX-test_ZT- book_RS-P3X1R1C3_fj,20251031_GrowMe_EN_9x16_FX-test_ZT-book_RS-P3X1R1C3_fj,2025-10-31,GrowMe,EN,9x16,test,book,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_GrowMe_EN_9x16_FX-test_ZT- books_RS-P3X1R1C3_fj,20251031_GrowMe_EN_9x16_FX-test_ZT-books_RS-P3X1R1C3_fj,2025-10-31,GrowMe,EN,9x16,test,books,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,T1,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_GrowMe_EN_9x16_FX-test_ZT- np_RS-P3X1R1C3_fj,20251031_GrowMe_EN_9x16_FX-test_ZT-np_RS-P3X1R1C3_fj,2025-10-31,GrowMe,EN,9x16,test,np,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_growme_EN_9x16_FX-story_ZT-bianqian_RS-P1X1R3C3_wxx,20251031_growme_EN_9x16_FX-story_ZT-bianqian_RS-P1X1R3C3_wxx,2025-10-31,growme,EN,9x16,story,bianqian,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_growme_EN_9x16_FX-story_ZT-losejob_RS-P1X1R3C3_wxx,20251031_growme_EN_9x16_FX-story_ZT-losejob_RS-P1X1R3C3_wxx,2025-10-31,growme,EN,9x16,story,losejob,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_growme_EN_9x16_FX-test_ZT-man_RS-P1X1R3C1_gy,20251031_growme_EN_9x16_FX-test_ZT-man_RS-P1X1R3C1_gy,2025-10-31,growme,EN,9x16,test,man,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251031_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,20251031_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,2025-10-31,growme,EN,9x16,test,share,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251103_GrowMe_EN_9x16_FX-test_ZT- read_RS-P3X1R1C3_fj,20251103_GrowMe_EN_9x16_FX-test_ZT-read_RS-P3X1R1C3_fj,2025-11-03,GrowMe,EN,9x16,test,read,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251103_growme_EN_9x16_FX-story_ZT-wheel2_RS-P1X1R3C3_wxx,20251103_growme_EN_9x16_FX-story_ZT-wheel2_RS-P1X1R3C3_wxx,2025-11-03,growme,EN,9x16,story,wheel2,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251103_growme_EN_9x16_FX-story_ZT-wheel_RS-P1X1R3C3_wxx,20251103_growme_EN_9x16_FX-story_ZT-wheel_RS-P1X1R3C3_wxx,2025-11-03,growme,EN,9x16,story,wheel,,P1X1R3C3,P1,X1,R3,C3,,wxx,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251103_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,20251103_growme_EN_9x16_FX-test_ZT-share_RS-P1X1R3C1_gy,2025-11-03,growme,EN,9x16,test,share,,P1X1R3C1,P1,X1,R3,C1,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_1x1_FX-pic_ZT-test-10_RS-P3X1R1C3_fj,20251104_GrowMe_EN_1x1_FX-pic_ZT-test-10_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,1x1,pic,test-10,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-1_RS-P3X1R1C3_gy,2025-11-04,GrowMe,EN,4x5,pic,test-1,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-2_RS-P3X1R1C3_gy,2025-11-04,GrowMe,EN,4x5,pic,test-2,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-3_RS-P3X1R1C3_gy,2025-11-04,GrowMe,EN,4x5,pic,test-3,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-4_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-5_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-5_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-5,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,"T1,WW",account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-6_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-6,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-7_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-7_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-7,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-8_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-8_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-8,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_4x5_FX-pic_ZT-test-9_RS-P3X1R1C3_fj,20251104_GrowMe_EN_4x5_FX-pic_ZT-test-9_RS-P3X1R1C3_fj,2025-11-04,GrowMe,EN,4x5,pic,test-9,,P3X1R1C3,P3,X1,R1,C3,,fj,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_9x16_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,20251104_GrowMe_EN_9x16_FX-pic_ZT-test-4_RS-P3X1R1C3_gy,2025-11-04,GrowMe,EN,9x16,pic,test-4,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
20251104_GrowMe_EN_9x16_FX-pic_ZT-test-5_RS-P3X1R1C3_gy,20251104_GrowMe_EN_9x16_FX-pic_ZT-test-5_RS-P3X1R1C3_gy,2025-11-04,GrowMe,EN,9x16,pic,test-5,,P3X1R1C3,P3,X1,R1,C3,,gy,,,complete,WW,account_all_WW.csv,0.0,0.0,0.0,0.0,0.0,False
