报告开始日期,报告结束日期,广告名称,广告投放,成效,成效指标,单次成效费用,广告组名称,展示次数,"已花费金额 (USD)",点击率（全部）,custom_derived_metrics:334261784830934,应用安装量,"单次应用安装费用 (USD)",订阅次数,"单次订阅费用 (USD)",购物次数,"单次购物费用 (USD)","广告花费回报 (ROAS) - 购物","基于展示次数的 3 秒视频播放率","视频播放进度达 100% 的次数",视频平均播放时长,结果（初始）,成效（初始）指标
2025-12-01,2026-08-31,"20260402_GrowMe_TR_9x16_FX-test_ZT- pride_RS-P3X1R1C3_fj",not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,36,0.09,0,,,,,,,,,11.111111,,2,,
2025-12-01,2026-08-31,"20260414_GrowMe_TR_9x16_FX-test_ZT- listening_RS-P3X1R1C3_fj",not_delivering,,,,260422_AAA_AEO-Purchase_ios_vid_Growme_turkey_0413week_joy,395,0.6,1.265823,0,,,,,,,,14.43038,2,2,,
2025-12-01,2026-08-31,20260325_growme_TR_9x16_FX-test_ZT-english1_RS-P1X1R3C3_wxx,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0323week_joy,113,0.16,2.654867,0.5,1,0.16,,,,,,17.699115,1,4,,
2025-12-01,2026-08-31,20260325_growme_TR_9x16_FX-test_ZT-english2_RS-P1X1R3C3_wxx,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0323week_joy,1761,3.59,1.135718,0.25,2,1.795,,,,,,11.413969,,2,,
2025-12-01,2026-08-31,20260414_growme_TR_9x16_FX-test_ZT-red_RS-P1X1R3C3_wxx,not_delivering,,,,260422_AAA_AEO-Purchase_ios_vid_Growme_turkey_0413week_joy,15,0,0,,,,,,,,,6.666667,,1,,
2025-12-01,2026-08-31,20260330_growme_TR_9x16_FX-test_ZT-pencil_RS-P1X1R3C3_wxx,not_delivering,,,,260331_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week2_joy,6005,9.51,1.298918,0.05714286,2,4.755,,,,,,13.189009,14,2,,
2025-12-01,2026-08-31,20260402_growme_TR_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,42,0.02,2.380952,0,,,,,,,,16.666667,1,5,,
2025-12-01,2026-08-31,20260402_growme_TR_9x16_FX-test_ZT-change_RS-P1X1R3C1_gy.video,not_delivering,2,actions:app_custom_event.fb_mobile_purchase,12.135,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,20719,24.27,1.095613,0.390625,25,0.9708,1,24.27,2,12.135,1.036259,6.202037,48,1,,
2025-12-01,2026-08-31,"20260413_GrowMe_TR_9x16_FX-test_ZT- travel_RS-P3X1R1C3_fj",not_delivering,,,,260422_AAA_AEO-Purchase_ios_vid_Growme_turkey_0413week_joy,1566,3.18,3.320562,0.03571429,1,3.18,,,,,,17.752235,14,6,,
2025-12-01,2026-08-31,20260414_growme_TR_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,not_delivering,,,,260422_AAA_AEO-Purchase_ios_vid_Growme_turkey_0413week_joy,89,0.06,3.370787,0,,,,,,,,24.719101,2,10,,
2025-12-01,2026-08-31,20260402_growme_TR_9x16_FX-test_ZT-read2_RS-P1X1R3C1_gy,not_delivering,1,actions:app_custom_event.fb_mobile_purchase,253.07,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,254755,253.07,0.948362,0.30810811,228,1.109956,3,84.356667,1,253.07,0.098787,11.012149,1172,3,,
2025-12-01,2026-08-31,"20260403_GrowMe_TR_9x16_FX-test_ZT- today_RS-P3X1R1C3_fj",not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,1,0,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,"20260402_GrowMe_TR_9x16_FX-test_ZT- voice_RS-P3X1R1C3_fj",not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,1,0,0,,,,,,,,,100,,21,,
2025-12-01,2026-08-31,20260603_GrowMe_EN_9x16_FX-Quotes_ZT-11things_RS-P3X1R1C3_fj,not_delivering,,,,260604_AAA_AEO-Purchase_ios_vid_Growme_T1_0603_joy,8,0.01,0,,,,,,,,,12.5,,2,,
2025-12-01,2026-08-31,20260331_growme_TR_9x16_FX-test_ZT-AIlunbo_RS-P1X1R3C3_wxx,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,2,0,0,,,,,,,,,,,0,,
2025-12-01,2026-08-31,20260331_growme_TR_9x16_FX-test_ZT-girl_RS-P1X1R3C3_wxx,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,1,0,0,,,,,,,,,,,2,,
2025-12-01,2026-08-31,20260402_growme_TR_9x16_FX-test_ZT-speak_RS-P1X1R3C3_wxx,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,162,0.21,1.234568,0,,,,,,,,16.666667,4,5,,
2025-12-01,2026-08-31,20260414_growme_TR_9x16_FX-test_ZT-slowenglish_RS-P1X1R3C3_wxx,not_delivering,,,,260422_AAA_AEO-Purchase_ios_vid_Growme_turkey_0413week_joy,258,0.3,1.550388,0,,,,,,,,13.565891,1,3,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-Mindset_ZT- dosomeing_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,132,1.49,0,,,,,,,,,28.787879,1,4,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-lifelessons_ZT-leisi-noone_RS-P1X1R3C3_wxx,inactive,1,actions:app_custom_event.fb_mobile_purchase,216.95,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,21488,216.95,1.317014,0.36231884,50,4.339,6,36.158333,1,216.95,0.049873,20.546351,207,9,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-LifeLessons_ZT-try_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,2,0,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Quotes_ZT-stop_RS-P3X1R1C3_fj,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,3,0,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,"20260604_GrowMe_EN_9x16_FX-Mindset_ZT- happy_RS-P3X1R1C3_fj",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,316,3.66,0.949367,,,,,,,,,22.468354,2,6,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Learning_ZT-book_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,74,1.01,2.702703,0,,,,,,,,35.135135,4,17,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-lifelessons_ZT-leisi-choies_RS-P1X1R3C3_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,23,0.17,0,,,,,,,,,39.130435,,7,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-Learning_ZT-reading_RS-P1X1R3C3_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,70,1.51,1.428571,0,,,,,,,,18.571429,2,6,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Learning_ZT-doctor_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,283,3,1.413428,1,1,3,,,,,,19.081272,5,5,,
2025-12-01,2026-08-31,"20260604_GrowMe_EN_9x16_FX-Learning_ZT-learn English_RS-P3X1R1C3_fj",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,284,2.74,1.408451,,,,1,2.74,,,,17.957746,3,6,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Finance_ZT-18s_RS-P3X1R1C3_fj,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,48,0.49,0,,,,,,,,,18.75,1,6,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-LifeLessons_ZT-perfect_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,692,7.88,2.312139,0.25,2,3.94,,,,,,18.641619,13,6,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-EmotionalHealth_ZT- ifyou_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,7,0.05,0,,,,,,,,,28.571429,,2,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-LifeLessons_ZTdontworry_RS-P3X1R1C3_fj,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,3,0.03,0,,,,,,,,,33.333333,,3,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-lifelessons_ZT-leisi_RS-P1X1R3C3_gy_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,757,9.64,1.453104,0.33333333,1,9.64,,,,,,22.457067,21,8,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Learning_ZT-habbit_RS-P3X1R1C3_gy,inactive,1,actions:app_custom_event.fb_mobile_purchase,72.26,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,7303,72.26,2.273038,0.27710843,23,3.141739,1,72.26,1,72.26,0.149875,16.965631,110,7,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-Mindset_ZT- just reminder_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,147,1.61,1.360544,0,,,1,1.61,,,,39.455782,2,8,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-Mindset_ZT- work_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_T1_0604_joy,57,0.48,3.508772,0,,,,,,,,35.087719,,5,,
2025-12-01,2026-08-31,"20260604_GrowMe_EN_9x16_FX-Learning_ZT-learn English_RS-P3X1R1C3_fj",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,502,1.18,0.996016,0,,,,,,,,20.119522,3,7,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-Mindset_ZT- work_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,1368,3.36,0.804094,0,,,,,,,,21.052632,9,19,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Learning_ZT-habbit_RS-P3X1R1C3_gy,not_delivering,60,actions:app_custom_event.fb_mobile_purchase,49.3375,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,1159126,2960.25,1.792558,0.23044287,3096,0.956153,126,23.494048,60,49.3375,0.413793,13.855267,13326,4,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-EmotionalHealth_ZT- ifyou_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,44,0.07,2.272727,0,,,,,,,,25,,7,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Finance_ZT-18s_RS-P3X1R1C3_fj,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,152,0.28,0,,,,,,,,,23.026316,,4,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-lifelessons_ZT-leisi_RS-P1X1R3C3_gy_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,188,0.35,1.595745,0,,,,,,,,23.93617,3,8,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Learning_ZT-doctor_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,1390,3.33,1.654676,0.14285714,2,1.665,,,,,,22.805755,28,8,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-Learning_ZT-reading_RS-P1X1R3C3_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,313,0.57,2.236422,0,,,,,,,,20.127796,9,7,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-LifeLessons_ZT-perfect_RS-P3X1R1C3_gy,inactive,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,26751,48.89,1.47658,0.13181818,29,1.685862,4,12.2225,,,,18.354454,404,7,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-lifelessons_ZT-leisi-choies_RS-P1X1R3C3_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,92,0.13,2.173913,0,,,,,,,,19.565217,,4,,
2025-12-01,2026-08-31,20260604_growme_EN_9x16_FX-lifelessons_ZT-leisi-noone_RS-P1X1R3C3_wxx,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,3770,7.54,1.432361,0.37037037,10,0.754,,,,,,18.408488,60,11,,
2025-12-01,2026-08-31,"20260604_GrowMe_EN_9x16_FX-Mindset_ZT- happy_RS-P3X1R1C3_fj",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,568,1.17,0.704225,0,,,,,,,,20.070423,5,6,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Learning_ZT-book_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,733,1.16,1.909959,0,,,,,,,,26.057299,18,11,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-Mindset_ZT- just reminder_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,1875,4.21,0.533333,0.25,1,4.21,1,4.21,,,,20.48,8,5,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-Quotes_ZT-stop_RS-P3X1R1C3_fj,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,7,0,0,,,,,,,,,14.285714,,7,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-LifeLessons_ZT-try_RS-P3X1R1C3_gy,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,36,0.02,2.777778,,,,,,,,,22.222222,2,3,,
2025-12-01,2026-08-31,"20260603_GrowMe_EN_9x16_FX-Mindset_ZT- dosomeing_RS-P3X1R1C3_fj_jql",not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,118,0.19,0,,,,,,,,,26.271186,1,5,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-love_RS-P1X1R3C1_gy,not_delivering,1,actions:app_custom_event.fb_mobile_purchase,2.18,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,724,2.18,2.762431,0.5,4,0.545,1,2.18,1,2.18,5.394495,27.348066,17,27,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-opinion_RS-P1X1R3C1_gy,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,110,0.24,1.818182,0,,,,,,,,30.909091,2,18,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-education_RS-P1X1R3C1_gy,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,20,0.02,0,,,,,,,,,30,,14,,
2025-12-01,2026-08-31,20260525_GrowMe_EN_9x16_FX-test_ZT-confidence_RS-P3X1R1C3_fj,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,5,0,0,,,,,,,,,20,,1,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-niupizhi_RS-P1X1R3C1_gy,not_delivering,273,actions:app_custom_event.fb_mobile_purchase,37.58084249,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,5156721,10259.57,1.236522,0.33488906,9041,1.134783,466,22.016245,273,37.580842,0.555753,13.498617,48746,5,,
2025-12-01,2026-08-31,20260525_GrowMe_EN_9x16_FX-test_ZT-news_RS-P3X1R1C3_fj,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,102,0.23,0,,,,,,,,,13.72549,1,3,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-zixin_RS-P1X1R3C1_gy,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,18,0.07,0,,,,,,,,,16.666667,,2,,
2025-12-01,2026-08-31,20260525_GrowMe_EN_9x16_FX-test_ZT-timedont_RS-P3X1R1C3_fj,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,96,0.21,1.041667,0,,,,,,,,29.166667,2,12,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-read_RS-P1X1R3C1_gy,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,88,0.21,3.409091,0,,,,,,,,14.772727,,4,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-speak_RS-P3X1R1C3_gy,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,51,0.06,0,,,,,,,,,31.372549,2,12,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-actually_RS-P3X1R1C3_fj,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,12,0.02,0,,,,,,,,,33.333333,,12,,
2025-12-01,2026-08-31,20260527_growme_EN_9x16_FX-Creatives_ZT-fluency_RS-P1X1R3C3_wxx,not_delivering,10,actions:app_custom_event.fb_mobile_purchase,16.976,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,38296,169.76,1.911427,0.32268371,101,1.680792,16,10.61,10,16.976,1.409814,25.409964,473,5,,
2025-12-01,2026-08-31,20260401_growme_TR_9x16_FX-test_ZT-listen_RS-P1X1R3C3_wxx,not_delivering,,,,260413_AAA_AEO-Purchase_ios_vid_Growme_turkey_0330week1_joy,1,0,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,20260604_GrowMe_EN_9x16_FX-LifeLessons_ZTdontworry_RS-P3X1R1C3_fj,not_delivering,,,,260605_AAA_AEO-Purchase_ios_vid_Growme_WW_0604_joy,7,0.01,0,,,,,,,,,14.285714,1,6,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-sloe-beain_RS-P3X1R1C3_fj,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,2,0,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,20260527_growme_EN_9x16_FX-Creatives_ZT-routine_RS-P1X1R3C3_wxx,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,282,0.25,0,,,,,,,,,17.021277,4,2,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-wellspoken_RS-P3X1R1C3_fj,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,26,0.01,0,,,,,,,,,3.846154,,1,,
2025-12-01,2026-08-31,20260527_growme_EN_9x16_FX-Creatives_ZT-listen_RS-P1X1R3C3_wxx,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,5,0,0,,,,,,,,,40,,5,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-quick_RS-P3X1R1C3_fj,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,2,0.01,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-grow_RS-P3X1R1C3_gy,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,3,0,0,,,,,,,,,,,2,,
2025-12-01,2026-08-31,20260526_GrowMe_EN_9x16_FX-Creative_ZT-plan_RS-P3X1R1C3_gy,not_delivering,,,,260527_AAA_AEO-Purchase_ios_vid_Growme_WW_0526_joy,150,0.24,2,,,,,,,,,23.333333,6,8,,
2025-12-01,2026-08-31,20260526_GrowMe_EN_9x16_FX-Creative_ZT-mine_RS-P3X1R1C3_gy,not_delivering,,,,260527_AAA_AEO-Purchase_ios_vid_Growme_WW_0526_joy,29,0.04,3.448276,,,,,,,,,27.586207,2,6,,
2025-12-01,2026-08-31,20260526_GrowMe_EN_9x16_FX-Creative_ZT-job_RS-P3X1R1C3_gy,not_delivering,,,,260527_AAA_AEO-Purchase_ios_vid_Growme_WW_0526_joy,2,0,0,,,,,,,,,50,,2,,
2025-12-01,2026-08-31,20260526_GrowMe_EN_9x16_FX-Creative_ZT-2years_RS-P3X1R1C3_fj,not_delivering,,,,260527_AAA_AEO-Purchase_ios_vid_Growme_WW_0526_joy,15,0,0,,,,,,,,,26.666667,,7,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-test_ZT-confidence_RS-P1X1R3C1_gy,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,89,0.31,1.123596,,,,,,,,,25.842697,1,15,,
2025-12-01,2026-08-31,20260525_GrowMe_EN_9x16_FX-test_ZT-hello-ai_RS-P3X1R1C3_fj,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,301,0.59,1.66113,0,,,,,,,,26.578073,6,10,,
2025-12-01,2026-08-31,20260525_GrowMe_EN_9x16_FX-test_ZT-learning_RS-P3X1R1C3_fj,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,20,0.07,5,,,,,,,,,35,,12,,
2025-12-01,2026-08-31,20260528_GrowMe_EN_9x16_FX-convercation_ZT-keep_RS-P3X1R1C3_gy,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,2512,5.3,0.915605,0,,,,,,,,19.625796,48,3,,
2025-12-01,2026-08-31,20260529_growme_720x1280_oneway2_wxx_P1X1R1C3,not_delivering,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0529_joy,31,0,0,,,,,,,,,29.032258,1,10,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-Creative_ZT-slow-English_RS-P1X1R3C3_zl_02,not_delivering,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0529_joy,3861,17.78,1.864802,0.15384615,6,2.963333,,,,,,24.864025,75,14,,
2025-12-01,2026-08-31,20260529_growme_EN_9x16_FX-Formats_ZT-read_RS-P1X1R3C1_gy,not_delivering,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0529_joy,1308,2.26,1.070336,0,,,,,,,,8.868502,2,2,,
2025-12-01,2026-08-31,20260529_GrowMe_EN_9x16_FX-Creative_ZT-journey_RS-P3X1R1C3_gy,not_delivering,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0529_joy,1175,2.75,1.702128,0,,,,,,,,19.404255,20,7,,
2025-12-01,2026-08-31,20260526_GrowMe_EN_9x16_FX-test_ZT-2years_RS-P3X1R1C3_fj,not_delivering,,,,260527_AAA_AEO-Purchase_ios_vid_Growme_WW_0526_joy,20,0.01,0,,,,,,,,,20,,3,,
2025-12-01,2026-08-31,20260527_GrowMe_EN_9x16_FX-Creative_ZT-relationship_RS-P3X1R1C3_gy,not_delivering,,,,260528_AAA_AEO-Purchase_ios_vid_Growme_WW_0527_joy,108,0.15,0,,,,,,,,,25.925926,,3,,
2025-12-01,2026-08-31,20260528_growme_EN_9x16_FX-Form_ZT-advice_RS-P1X1R3C3_wxx,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,31,0.03,0,,,,,,,,,19.354839,,2,,
2025-12-01,2026-08-31,20260525_growme_EN_9x16_FX-Creative_ZT-slow-English_RS-P1X1R3C3_zx_06,not_delivering,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0529_joy,24,0.01,4.166667,,,,,,,,,16.666667,,5,,
2025-12-01,2026-08-31,20260528_growme_EN_9x16_FX-Creatives_ZT-waste2_RS-P1X1R3C3_wxx,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,14,0,0,,,,,,,,,21.428571,1,8,,
2025-12-01,2026-08-31,20260528_growme_EN_9x16_FX-Creatives_ZT-waste_RS-P1X1R3C3_wxx,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,6,0,0,,,,,,,,,16.666667,,2,,
2025-12-01,2026-08-31,20260528_GrowMe_EN_9x16_FX-Creative_ZT-silence_RS-P3X1R1C3_fj,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,8,0,0,,,,,,,,,37.5,,3,,
2025-12-01,2026-08-31,20260528_GrowMe_EN_9x16_FX-convercation_ZT-speak_RS-P3X1R1C3_gy,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,1,0,0,,,,,,,,,,,1,,
2025-12-01,2026-08-31,20260529_GrowMe_EN_9x16_FX-Creative_ZT-life_RS-P3X1R1C3_gy,not_delivering,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0529_joy,543,0.78,0.92081,0,,,,,,,,22.651934,5,7,,
2025-12-01,2026-08-31,20260528_GrowMe_EN_9x16_FX-Creative_ZT-A2english_RS-P3X1R1C3_fj,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,61,0.05,3.278689,,,,,,,,,31.147541,1,13,,
2025-12-01,2026-08-31,20260528_GrowMe_EN_9x16_FX-convercation_ZT-study_RS-P3X1R1C3_gy,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,10,0,0,,,,,,,,,30,,5,,
2025-12-01,2026-08-31,20260528_GrowMe_EN_9x16_FX-Formats_ZT-xinwen_RS-P3X1R1C3_gy,archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,126,0.46,1.587302,0,,,,,,,,14.285714,1,6,,
2025-12-01,2026-08-31,"20260528_GrowMe_EN_9x16_FX-Creative_ZT- money_RS-P3X1R1C3_fj",archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,18,0.03,0,,,,,,,,,27.777778,,4,,
2025-12-01,2026-08-31,20260525_GrowMe_EN_9x16_FX-test_ZT-talkabout_RS-P3X1R1C3_fj,not_delivering,,,,260526_AAA_AEO-Purchase_ios_vid_Growme_WW_0525_joy,184,0.57,2.173913,0,,,,,,,,23.369565,1,16,,
2025-12-01,2026-08-31,"20260528_GrowMe_EN_9x16_FX-Formats_ZT-Classic page-turning_RS-P3X1R1C3_fj",archived,,,,260601_AAA_AEO-Purchase_ios_vid_Growme_WW_0528_joy,4,0,0,,,,,,,,,,,1,,
