报告开始日期,报告结束日期,广告名称,广告投放,成效,成效指标,单次成效费用,广告组名称,展示次数,"CPM（千次展示费用） (USD)","已花费金额 (USD)",应用安装量,"单次应用安装费用 (USD)",订阅次数,"单次订阅费用 (USD)",购物次数,"单次购物费用 (USD)","广告花费回报 (ROAS) - 购物",点击率（全部）,custom_derived_metrics:334261784830934,"单次展示的播放视频达 3 秒率","视频播放进度达 100% 的次数",结果（初始）,成效（初始）指标
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Learning_ZT-story_RS-P3X1R1C3_gy,inactive,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,10809,3.992969,43.16,23,1.876522,,,,,,1.60977,0.21904762,18.040522,145,,
2026-06-01,2026-06-18,"20260611_GrowMe_EN_9x16_FX-Book Reading_ZT-story_RS-P3X1R1C3_fj",not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,83,3.012048,0.25,,,,,,,,0,,21.686747,1,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-LifeLessons_ZT-success_RS-P3X1R1C3_gy_jql,inactive,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,18509,2.297801,42.53,18,2.362778,,,,,,0.983305,0.18947368,17.834567,132,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Communication_ZT-conflicts_RS-P3X1R1C3_fj,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,1312,2.530488,3.32,,,,,,,,0.914634,0,19.435976,13,,
2026-06-01,2026-06-18,20260610_growme_EN_9x16_FX-learning_ZT-brain2_RS-P1X1R3C3_wxx,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,1191,3.576826,4.26,1,4.26,,,,,,0.671704,0.16666667,27.539882,19,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Learning_ZT-read_RS-P3X1R1C3_gy_jql,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,354,1.751412,0.62,1,0.62,,,,,,1.412429,0.33333333,16.384181,2,,
2026-06-01,2026-06-18,20260611_growme_EN_9x16_FX-learning_ZT-heidi_RS-P1X1R3C3_wxx,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,1230,2.162602,2.66,,,,,,,,2.357724,0,20.894309,48,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Learning_ZT-listen_RS-P3X1R1C3_gy_jql,inactive,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,26731,2.831544,75.69,28,2.703214,,,,,,1.316823,0.11155378,15.218286,87,,
2026-06-01,2026-06-18,"20260611_GrowMe_EN_9x16_FX-Learning_ZT-english story_RS-P3X1R1C3_fj",inactive,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,21478,2.589627,55.62,37,1.503243,,,,,,1.489897,0.15163934,15.704442,88,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Successful_ZT-success_RS-P3X1R1C3_gy,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,747,2.436412,1.82,,,,,,,,0.401606,0,16.733601,3,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-LifeLessons_ZT-believe_RS-P3X1R1C3_gy,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,480,2.020833,0.97,,,,,,,,0.625,0,19.791667,1,,
2026-06-01,2026-06-18,20260611_growme_EN_9x16_FX-learning_ZT-lianxi2_RS-P1X1R3C3_wxx,inactive,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,20452,2.089771,42.74,31,1.37871,2,21.37,,,,1.056131,0.31313131,19.06415,248,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-LifeLessons_ZT-lifehard_RS-P3X1R1C3_gy,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,330,2.060606,0.68,,,,,,,,0.909091,0,18.484848,1,,
2026-06-01,2026-06-18,20260610_growme_EN_9x16_FX-learning_ZT-brain_RS-P1X1R3C3_wxx,inactive,1,actions:app_custom_event.fb_mobile_purchase,126.66,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,67708,1.87068,126.66,108,1.172778,4,31.665,1,126.66,0.066003,1.652685,0.32926829,16.534235,369,,
2026-06-01,2026-06-18,20260610_growme_EN_9x16_FX-Finance_ZT-money_RS-P1X1R3C3_wxx,recently_rejected,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,131,1.221374,0.16,,,,,,,,0,,8.396947,1,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Mindset_ZT-alone_RS-P3X1R1C3_gy,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,2523,2.687277,6.78,6,1.13,,,,,,1.862862,0.17142857,20.927467,44,,
2026-06-01,2026-06-18,20260611_growme_EN_9x16_FX-learning_ZT-lianxi_RS-P1X1R3C3_wxx,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,1441,2.324774,3.35,,,,,,,,1.457321,0,14.850798,25,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Mindset_ZT-progress_RS-P3X1R1C3_gy_jql,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,935,2,1.87,,,,,,,,1.069519,0,16.256684,37,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-LifeLessons_ZT-life_RS-P3X1R1C3_gy_jql,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,1116,2.885305,3.22,2,1.61,,,,,,2.419355,0.13333333,23.387097,35,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Mindset_ZT-doit_RS-P3X1R1C3_gy_jql,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,417,1.942446,0.81,1,0.81,,,,,,0.959233,0.5,17.985612,1,,
2026-06-01,2026-06-18,"20260609_growme_EN_9x16_01_FX-Learning _ZT-english_RS-P1X1R3C3_wxx",not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,4792,3.359766,16.1,3,5.366667,,,,,,1.481636,0.05882353,18.447412,34,,
2026-06-01,2026-06-18,20260609_growme_EN_9x16_01_FX-Reading_ZT-wrong_RS-P1X1R3C3_wxx,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,2512,1.588376,3.99,,,,,,,,0.557325,0,22.213376,14,,
2026-06-01,2026-06-18,20260609_growme_EN_9x16_01_FX-Mood_ZT-0finished_RS-P1X1R3C3_wxx,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,580,1.637931,0.95,,,,,,,,1.37931,0,21.551724,3,,
2026-06-01,2026-06-18,20260610_growme_EN_9x16_01_FX-communication_ZT-interesting_RS-P1X1R3C3_wxx,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,1654,2.170496,3.59,7,0.512857,,,,,,1.269649,0.7,22.61185,4,,
2026-06-01,2026-06-18,20260610_growme_EN_9x16_01_FX-Challenge_ZT-lookfor_RS-P1X1R3C3_wxx,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,210,2.761905,0.58,,,,,,,,1.428571,0,18.571429,3,,
2026-06-01,2026-06-18,"20260610_GrowMe_EN_9x16_FX-Book Reading_ZT-true richness-1_RS-P3X1R1C3_fj",inactive,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,32027,3.071159,98.36,41,2.399024,2,49.18,,,,2.60093,0.05488621,21.572423,259,,
2026-06-01,2026-06-18,"20260610_GrowMe_EN_9x16_FX-Communication_ZT- interpersonal-1_RS-P3X1R1C3_fj",not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,2938,2.991831,8.79,,,,,,,,1.872022,0,18.311777,26,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Mindset_ZT-emo-1_RS-P3X1R1C3_fj,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,577,2.166378,1.25,1,1.25,,,,,,1.906412,0.1,18.544194,4,,
2026-06-01,2026-06-18,"20260610_GrowMe_EN_9x16_FX- Learning_ZT- learn well-1_RS-P3X1R1C3_fj",not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,3045,2.305419,7.02,2,3.51,,,,,,1.412151,0.08,19.901478,38,,
2026-06-01,2026-06-18,"20260610_GrowMe_EN_9x16_FX-Mood_ZT-pride rain-1_RS-P3X1R1C3_fj",not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,120,2.5,0.3,,,,,,,,0,,27.5,,,
2026-06-01,2026-06-18,"20260611_GrowMe_EN_9x16_FX-Learning_ZT-Reading habits_RS-P3X1R1C3_fj",not_delivering,13,actions:app_custom_event.fb_mobile_purchase,44.63307692,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,259066,2.2397,580.23,421,1.378219,24,24.17625,13,44.633077,0.543267,1.10744,0.29074586,16.503902,2491,,
2026-06-01,2026-06-18,20260611_GrowMe_EN_9x16_FX-Learning_ZT-wawa_RS-P3X1R1C3_fj,not_delivering,,,,可重启260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0611_joy,554,2.978339,1.65,1,1.65,,,,,,1.263538,0.25,16.967509,1,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Mindset_ZT-yourself_RS-P3X1R1C3_gy_jql,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,721,2.649098,1.91,,,,,,,,1.10957,0,20.110957,7,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Learning_ZT-book_RS-P3X1R1C3_gy_jql,inactive,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,20002,2.121788,42.44,29,1.463448,,,,,,1.184882,0.25663717,16.378362,129,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Learning_ZT-read_RS-P3X1R1C3_gy_jql,inactive,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,16392,2.653734,43.5,38,1.144737,,,,,,1.342118,0.28787879,18.881162,1040,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Habitst_ZT-lose_RS-P3X1R1C3_gy_jql,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,1375,2.974545,4.09,1,4.09,,,,,,1.454545,0.07692308,21.381818,4,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Habitst_ZT-grow_RS-P3X1R1C3_gy_jql,recently_rejected,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,1501,1.70553,2.56,,,,,,,,0.466356,0,17.45503,11,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Habitst_ZT-7habits_RS-P3X1R1C3_gy_jql,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,11795,2.272997,26.81,6,4.468333,,,,,,1.051293,0.08695652,19.389572,42,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Learning_ZT-english_RS-P3X1R1C3_gy,not_delivering,12,actions:app_custom_event.fb_mobile_purchase,69.275,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,357152,2.32758,831.3,526,1.580418,28,29.689286,12,69.275,0.375063,1.308966,0.17359736,14.313234,3559,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Habitst_ZT-advice_RS-P3X1R1C3_gy_jql,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,525,2.571429,1.35,,,,,,,,2.666667,0,20.571429,2,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-LifeLessons_ZT-confident_RS-P3X1R1C3_gy,inactive,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,24626,1.992609,49.07,29,1.692069,,,,,,1.112645,0.18954248,17.790141,164,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-LifeLessons_ZT-compare_RS-P3X1R1C3_gy,inactive,1,actions:app_custom_event.fb_mobile_purchase,52.15,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,19498,2.674633,52.15,29,1.798276,3,17.383333,1,52.15,0.160307,1.430916,0.18125,16.134988,191,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Successful_ZT-success_RS-P3X1R1C3_gy,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,2237,2.382655,5.33,2,2.665,,,,,,1.296379,0.15384615,20.742065,13,,
2026-06-01,2026-06-18,20260610_GrowMe_EN_9x16_FX-Learning_ZT-habit_RS-P3X1R1C3_gy,not_delivering,,,,260611_ABO_AEO-Purchase_ios_vid_Growme_WW_0610_joy,219,4.3379,0.95,,,,,,,,0,,15.981735,3,,
2026-06-01,2026-06-18,20260608_growme_EN_9x16_FX-Learning_ZT-english_RS-P1X1R3C3_wxx,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,474,5.527426,2.62,,,,,,,,2.531646,0,25.527426,9,,
2026-06-01,2026-06-18,20260608_growme_EN_9x16_FX-lifelessons_ZT-beokay_RS-P1X1R3C3_wxx,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,62,2.580645,0.16,,,,,,,,3.225806,0,37.096774,3,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Challenge_ZT-read_RS-P3X1R1C3_gy,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,418,3.325359,1.39,,,,,,,,1.913876,0,15.07177,5,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Learning_ZT-speak_RS-P3X1R1C3_gy,inactive,3,actions:app_custom_event.fb_mobile_purchase,31.41666667,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,54892,1.717008,94.25,53,1.778302,4,23.5625,3,31.416667,0.221114,1.102164,0.2746114,18.818771,615,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-LifeLessons_ZT-life_RS-P3X1R1C3_gy,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,602,3.45515,2.08,,,,,,,,1.66113,0,23.089701,4,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Mindset_ZT-normal_RS-P3X1R1C3_gy_jql,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,1592,2.977387,4.74,1,4.74,,,,,,1.005025,0.08333333,18.592965,5,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Mindset_ZT-waste_RS-P3X1R1C3_gy_jql,active,2,actions:app_custom_event.fb_mobile_purchase,9.07,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,6541,2.773276,18.14,14,1.295714,2,9.07,2,9.07,2.061191,1.482954,0.23728814,18.529277,40,,
2026-06-01,2026-06-18,20260609_growme_EN_9x16_FX-Form_ZT-alone_RS-P1X1R1C3_095KB_mia_HJ_RMG-5219C,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,84,6.428571,0.54,,,,,,,,0,,23.809524,1,,
2026-06-01,2026-06-18,"20260608_growme_EN_9x16_FX-UGCProof _ZT-stop_RS-P1X1R3C3_wxx",active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,80,2.5,0.2,,,,,,,,0,,22.5,,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Learning_ZT-learn_RS-P3X1R1C3_gy,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,16895,2.352767,39.75,11,3.613636,,,,,,1.834862,0.05555556,22.894347,91,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Learning_ZT-read_RS-P3X1R1C3_gy,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,63,4.761905,0.3,,,,,,,,1.587302,0,19.047619,1,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Mindset_ZT-say_RS-P3X1R1C3_gy_jql,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,574,3.327526,1.91,,,,,,,,1.393728,0,17.421603,6,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Mindset_ZT-yourself_RS-P3X1R1C3_gy_jql,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,335,2.656716,0.89,,,,,,,,1.791045,0,25.074627,6,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Mindset_ZT-gonna_RS-P3X1R1C3_gy_jql,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,175,1.942857,0.34,,,,,,,,1.714286,0,26.857143,2,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Mindset_ZT-dream_RS-P3X1R1C3_gy_jql,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,83,1.084337,0.09,,,,,,,,0,,13.253012,1,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Habitst_ZT-confident_RS-P3X1R1C3_gy_jql,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,30,6.666667,0.2,,,,,,,,6.666667,0,36.666667,2,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-LifeLessons_ZT-dream_RS-P3X1R1C3_fj,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,5039,2.990673,15.07,11,1.37,2,7.535,,,,2.36158,0.15068493,19.13078,66,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-Challenge_ZT-abcd_RS-P3X1R1C3_fj,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,32,5,0.16,,,,,,,,0,,18.75,1,,
2026-06-01,2026-06-18,20260609_GrowMe_EN_9x16_FX-LifeLessons_ZT-rconversations._RS-P3X1R1C3_fj,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,4682,3.109782,14.56,6,2.426667,,,,,,1.366937,0.17142857,17.962409,57,,
2026-06-01,2026-06-18,"20260609_GrowMe_EN_9x16_FX-Learning_ZT- read pic_RS-P3X1R1C3_fj",inactive,1,actions:app_custom_event.fb_mobile_purchase,104.22,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,35927,2.900882,104.22,36,2.895,2,52.11,1,104.22,0.368164,1.876026,0.06870229,15.358922,269,,
2026-06-01,2026-06-18,20260609_growme_EN_9x16_FX-Form_ZT-alone_RS-P1X1R1C3_095KB_mia_HJ_RMG-5219B,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,12,0.833333,0.01,,,,,,,,0,,16.666667,,,
2026-06-01,2026-06-18,"20260608_growme_EN_9x16_FX-Successful _ZT-112_RS-P1X1R3C3_wxx",active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,1522,2.877792,4.38,,,,,,,,1.379763,0,28.580815,7,,
2026-06-01,2026-06-18,20260609_growme_EN_9x16_FX-Form_ZT-readingchallenge_RS-P1X1R1C1_095KB_mia_HJ_RMG-5219D,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,12,0.833333,0.01,,,,,,,,0,,33.333333,2,,
2026-06-01,2026-06-18,20260609_growme_EN_9x16_FX-Creative_ZT-onefact_RS-P1X1R1C3_095KB_HJ_RMG-5219A,active,,,,260610_AAA_AEO-Purchase_ios_vid_Growme_WW_0609_joy,164,5.243902,0.86,,,,,,,,1.219512,0,18.902439,2,,
2026-06-01,2026-06-18,"20260608_GrowMe_EN_9x16_FX-SelfImprovement_ZT-chicken soup_RS-P3X1R1C3_fj_jql",inactive,,,,重启260609_AAA_AEO-Purchase_ios_vid_Growme_WW_0608_joy,15712,2.63111,41.34,10,4.134,,,,,,0.859216,0.13333333,16.961558,57,,
2026-06-01,2026-06-18,20260608_GrowMe_EN_9x16_FX-SelfImprovement_ZT-consistency_RS-P3X1R1C3_fj_jql,inactive,1,actions:app_custom_event.fb_mobile_purchase,56.89,重启260609_AAA_AEO-Purchase_ios_vid_Growme_WW_0608_joy,21944,2.592508,56.89,14,4.063571,2,28.445,1,56.89,0.165583,0.751914,0.14,16.578564,37,,
2026-06-01,2026-06-18,"20260608_GrowMe_EN_9x16_FX-SelfImprovement_ZT-care about_RS-P3X1R1C3_fj_jql",inactive,,,,重启260609_AAA_AEO-Purchase_ios_vid_Growme_WW_0608_joy,67797,1.757305,119.14,29,4.108276,,,,,,0.526572,0.12663755,14.468192,243,,
2026-06-01,2026-06-18,20260608_GrowMe_EN_9x16_FX-Mindset_ZT-change_RS-P3X1R1C3_fj_jql,inactive,,,,重启260609_AAA_AEO-Purchase_ios_vid_Growme_WW_0608_joy,10908,2.786029,30.39,8,3.79875,2,15.195,,,,1.650165,0.0620155,18.005134,44,,
2026-06-01,2026-06-18,20260608_GrowMe_EN_9x16_FX-Mindset_ZT-build_RS-P3X1R1C3_fj_jql,not_delivering,,,,重启260609_AAA_AEO-Purchase_ios_vid_Growme_WW_0608_joy,4279,2.201449,9.42,5,1.884,2,4.71,,,,0.981538,0.2173913,24.655293,9,,
2026-06-01,2026-06-18,20260608_GrowMe_EN_9x16_FX-Mindset_ZT-giveup_RS-P3X1R1C3_fj_jql,inactive,,,,重启260609_AAA_AEO-Purchase_ios_vid_Growme_WW_0608_joy,4418,2.682209,11.85,5,2.37,,,,,,2.08239,0.06493506,21.729289,67,,
