report_start,report_end,ad_name,广告投放,成效,成效指标,单次成效费用,account,impressions,spend,ctr,custom_derived_metrics:334261784830934,installs,单次应用安装费用 (USD),subscriptions,单次订阅费用 (USD),purchases,单次购物费用 (USD),roas,基于展示次数的 3 秒视频播放率,video_completions,视频平均播放时长,结果（初始）,成效（初始）指标
2025-12-01,2026-08-31,20260810_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-listen_RS-P1X1R3C3_wxx,inactive,,,,260813_AAA_AEO-Purchase_ios_vid_Growme_US_0813english_joy,3001,53.65,1.866045,0.55172414,16.0,3.353125,2.0,26.825,,,,31.222926,25.0,9,,
2025-12-01,2026-08-31,20260811_growme_EN_9x16_FX-EnglishLearners_ZT-learining-thinking_RS-P1X1R3C3_wxx,inactive,1.0,actions:app_custom_event.fb_mobile_purchase,54.48,260813_AAA_AEO-Purchase_ios_vid_Growme_US_0813english_joy,3580,54.48,1.480447,0.4,12.0,4.54,1.0,54.48,1.0,54.48,0.709985,22.458101,30.0,4,,
2025-12-01,2026-08-31,20260812_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-slow_RS-P1X1R3C1_gy,inactive,,,,260813_AAA_AEO-Purchase_ios_vid_Growme_US_0813english_joy,3215,55.91,1.337481,0.26086957,6.0,9.318333,1.0,55.91,,,,11.975117,16.0,5,,
2025-12-01,2026-08-31,20260812_growme_EN_9x16_FX-SelfGrowth _ZT-Growth-1_RS-P1X1R3C3_aitool_gy,inactive,,,,260813_AAA_AEO-Purchase_ios_vid_Growme_US_0813english_joy,3389,43.32,1.091767,0.0,,,,,,,,15.255238,11.0,4,,
2025-12-01,2026-08-31,20260812_growme_EN_9x16_FX-SelfGrowth _ZT-Growth-3_RS-P1X1R3C3_aitool_gy,inactive,,,,260813_AAA_AEO-Purchase_ios_vid_Growme_US_0813english_joy,5227,62.95,0.975703,0.21212121,7.0,8.992857,1.0,62.95,,,,16.68261,23.0,5,,
2025-12-01,2026-08-31,20260812_growme_EN_9x16_FX-SelfGrowth _ZT-Growth-2_RS-P1X1R3C3_aitool_gy,not_delivering,,,,260813_AAA_AEO-Purchase_ios_vid_Growme_US_0813english_joy,134,1.54,2.985075,0.0,,,,,,,,15.671642,,3,,
2025-12-01,2026-08-31,20260813_GrowMe_EN_9x16_FX-SelfGrowth _ZT- Learning-pic3_RS-P3X1R1C3_fj.png,inactive,30.0,actions:mobile_app_install,2.43333333,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,6035,73.0,3.048882,0.15789474,30.0,2.433333,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic4_RS-P1X1R3C3_gy.jpg,inactive,10.0,actions:mobile_app_install,5.559,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,3105,55.59,3.864734,0.08403361,10.0,5.559,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic10_RS-P1X1R3C3_gy.jpg,inactive,32.0,actions:mobile_app_install,1.735625,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,4595,55.54,3.133841,0.23188406,32.0,1.735625,2.0,27.77,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic1_RS-P1X1R3C3_gy.jpg,inactive,8.0,actions:mobile_app_install,7.92,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,4869,63.36,12.651468,0.01298701,8.0,7.92,,,,,,0.020538,,10,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic7_RS-P1X1R3C3_gy.jpg,inactive,11.0,actions:mobile_app_install,4.84181818,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,3942,53.26,1.87722,0.15068493,11.0,4.841818,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic2_RS-P1X1R3C3_gy.jpg,inactive,3.0,actions:mobile_app_install,7.48,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,6628,22.44,48.868437,0.00090744,3.0,7.48,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic6_RS-P1X1R3C3_gy.jpg,inactive,7.0,actions:mobile_app_install,5.01142857,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,3578,35.08,1.676914,0.12280702,7.0,5.011429,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic9_RS-P1X1R3C3_gy.jpg,inactive,3.0,actions:mobile_app_install,20.84,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,5924,62.52,37.288994,0.00134348,3.0,20.84,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic5_RS-P1X1R3C3_gy.jpg,inactive,8.0,actions:mobile_app_install,10.48625,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,6812,83.89,1.879037,0.06896552,8.0,10.48625,1.0,83.89,1.0,83.89,0.333651,,,00:00:00,,
2025-12-01,2026-08-31,20260810_GrowMe_EN_9x16_01_FX-Readers_ZT-Englishlevel_RS-P1X1R1C1_wxx,inactive,44.0,actions:mobile_app_install,1.34818182,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,6143,59.32,2.979,0.23655914,44.0,1.348182,1.0,59.32,1.0,59.32,0.353844,,,00:00:00,,
2025-12-01,2026-08-31,20260813_GrowMe_EN_9x16_FX-SelfGrowth _ZT- Learning-pic1_RS-P3X1R1C3_fj,inactive,4.0,actions:mobile_app_install,9.55,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,3049,38.2,5.739587,0.02272727,4.0,9.55,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260813_GrowMe_EN_9x16_FX-SelfGrowth _ZT- Learning-pic2_RS-P3X1R1C3_fj.png,inactive,17.0,actions:mobile_app_install,5.24235294,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,7068,89.12,14.530277,0.01650485,17.0,5.242353,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic3_RS-P1X1R3C3_gy.jpg,not_delivering,,,,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,705,10.22,1.276596,0.0,,,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260814_growme_EN_4x5_FX-Selfgrowth_ZT-Growth-pic8_RS-P1X1R3C3_gy.jpg,inactive,2.0,actions:mobile_app_install,27.88,260814_INSTALL_ios_pic_Growme_US_0810pic_joy,5188,55.76,27.659985,0.00137552,2.0,27.88,1.0,55.76,,,,,,00:00:00,,
