report_start,report_end,ad_name,广告投放,成效,成效指标,单次成效费用,account,impressions,CPM（千次展示费用） (USD),spend,installs,单次应用安装费用 (USD),subscriptions,单次订阅费用 (USD),purchases,单次购物费用 (USD),roas,ctr,custom_derived_metrics:334261784830934,基于展示次数的 3 秒视频播放率,帖子评论数,帖文互动,成效获得率,video_completions,结果（初始）,成效（初始）指标
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-speak_RS-P1X1R3C1_gy,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,384,3.4375,1.32,,,,,,,,0.260417,0.0,12.760417,,52.0,,,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-native_RS-P1X1R3C1_gy,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,77,2.467532,0.19,,,,,,,,0.0,,3.896104,,3.0,,1.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-mistake_RS-P1X1R3C1_gy,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,89,3.146067,0.28,,,,,,,,2.247191,0.0,21.348315,,20.0,,,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-read_RS-P1X1R3C1_gy,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,531,3.050847,1.62,,,,,,,,0.753296,0.0,11.299435,,62.0,,5.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-Reader_ZT-reading-f*ck_RS-P1X1R3C3_wxx,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,128,3.59375,0.46,,,,,,,,0.78125,0.0,19.53125,,28.0,,1.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-aipeople_RS-P1X1R3C3_wxx,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,237,4.43038,1.05,,,,,,,,2.953587,0.0,18.987342,,54.0,,5.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-niupizhi_RS-P1X1R3C3_wxx,inactive,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,3240,5.32716,17.26,9.0,1.917778,,,,,,1.080247,0.32142857,13.580247,,475.0,,36.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-dream_RS-P1X1R3C3_fj,inactive,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,13197,3.217398,42.46,14.0,3.032857,2.0,21.23,,,,0.712283,0.17948718,10.578162,,1522.0,,75.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-Reader_ZT-reading-atomic_RS-P1X1R3C3_wxx,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,347,6.685879,2.32,,,,,,,,0.0,,21.037464,,76.0,,2.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-ai1_RS-P1X1R3C3_fj,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,52,4.423077,0.23,,,,,,,,3.846154,0.0,17.307692,,10.0,,2.0,,
2025-12-01,2026-08-26,20260729_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-A2-1_RS-P1X1R3C3_wxx,not_delivering,,,,growmme_US/UK_260804_1_purchase_8.4-before_7d_sie,245,13.55102,3.32,1.0,3.32,,,,,,1.632653,0.5,17.55102,,47.0,,2.0,,
2025-12-01,2026-08-26,20260730_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-ai3_RS-P1X1R3C3_fj,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,3,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260729_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-A2-1_RS-P1X1R3C3_wxx,not_delivering,,,,growmme_WW_260805_1_purchase_tested_sie,290,2.068966,0.6,,,,,,,,1.37931,0.0,14.482759,,46.0,,3.0,,
2025-12-01,2026-08-26,20260727_growme_EN_9x16_FX-Readers_ZT-BookReading_LVL1-poster_RS-P1X1R3C3_pingme_BJY,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260727_growme_EN_9x16_FX-SelfGrowth_ZT-EmotionalHealth_LVL1-TEDtalk_RS-P1X1R3C3_pingme_ZL,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260727_growme_EN_9x16_FX-Readers_ZT-BookReading_LVL1-Podcast_RS-P1X1R3C3_pingme_ZYL,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260727_growme_EN_9x16_FX-Readers_ZT-BookReading_LVL1-news_RS-P1X1R3C3_pingme_YZY,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-anjian1_RS-P1X1R3C3_wxx,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-paoku_RS-P3X1R1C3_fj,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260727_growme_EN_9x16_FX-Professionals_ZT-Growth_LVL1-Podcast_RS-P1X1R3C3_pingme_YZY,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-ceo_RS-P1X1R3C1_gy,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-read1_RS-P1X1R3C1_gy,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-anjian2_RS-P1X1R3C3_wxx,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-3week_RS-P1X1R3C3_wxx,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Lifelessons-water_RS-P3X1R1C3_gy,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-3week-2_RS-P1X1R3C3_wxx,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_growme_EN_9x16_FX-EnglishLearners_ZT-Learning-also_RS-P1X1R3C1_gy,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260727_growme_EN_9x16_FX-SelfGrowth_ZT-EmotionalHealth_LVL1-TEDtalk_RS-P1X1R3C3_pingme_SZH,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
