report_start,report_end,ad_name,广告投放,成效,成效指标,单次成效费用,account,impressions,CPM（千次展示费用） (USD),spend,installs,单次应用安装费用 (USD),subscriptions,单次订阅费用 (USD),purchases,单次购物费用 (USD),roas,ctr,custom_derived_metrics:334261784830934,基于展示次数的 3 秒视频播放率,帖子评论数,帖文互动,成效获得率,video_completions,结果（初始）,成效（初始）指标
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-2_RS-P1X1R3C3_aitool_cty,inactive,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,13348,3.221456,43.0,10.0,4.3,,,,,,0.899011,0.10752688,15.380581,,2238.0,,153.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Communication_RS-P1X1R3C3_cty,inactive,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,15606,1.960144,30.59,5.0,6.118,,,,,,0.538255,0.09433962,10.76509,,1849.0,,6.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-#EnglishLearners_ZT-Learning_RS-P1X1R3C3_cty,inactive,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,18920,3.436047,65.01,5.0,13.002,,,,,,1.976744,0.01272265,20.454545,,4330.0,,216.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Successful_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,54,3.703704,0.2,,,,,,,,0.0,,27.777778,,16.0,,2.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning_RS-P1X1R3C3_aitool_cty,inactive,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,19553,1.947527,38.08,16.0,2.38,,,,,,0.73646,0.16666667,12.315246,,2711.0,,68.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset3_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,88,2.045455,0.18,,,,,,,,0.0,,21.590909,,20.0,,2.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-LifeLessons_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0731_joy,15,4.666667,0.07,,,,,,,,0.0,,33.333333,,5.0,,,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-AI1_RS-P1X1R3C3_aitool_cty,inactive,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,14631,2.213793,32.39,8.0,4.04875,2.0,16.195,,,,0.642471,0.15384615,14.120703,,2185.0,,99.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-SelfGrowth_ZT-SelfImprovement-AI10_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,63,3.174603,0.2,,,,,,,,0.0,,12.698413,,10.0,,,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Readers_ZT-Discipline-AI15_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,439,2.665148,1.17,,,,,,,,1.594533,0.0,17.995444,,85.0,,3.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Overthinkers_ZT-EmotionalHealth-AI7_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,115,2.347826,0.27,,,,,,,,0.0,,14.782609,,18.0,,,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Communication-AI2_RS-P1X1R3C3_aitool_cty,inactive,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,34727,3.077145,106.86,28.0,3.816429,1.0,106.86,,,,0.601837,0.20289855,11.144067,,4208.0,,185.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Professionals_ZT-Communication-AI8_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,2049,2.176672,4.46,4.0,1.115,,,,,,0.829673,0.28571429,16.93509,,374.0,,8.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Discipline-AI11_RS-P1X1R3C3_aitool_cty,inactive,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,3465,3.988456,13.82,1.0,13.82,,,,,,1.125541,0.02777778,14.025974,,538.0,,18.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset-AI4_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,86,2.674419,0.23,,,,,,,,0.0,,13.953488,,13.0,,,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Professionals_ZT-LifeLessons-AI13_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,288,1.770833,0.51,,,,,,,,0.347222,,11.111111,,32.0,,1.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Women_ZT-WomenEmpowerment-AI6_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,841,2.211653,1.86,,,,,,,,1.070155,0.0,17.241379,,157.0,,2.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Professionals_ZT-Communication-AI14_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,217,3.087558,0.67,,,,,,,,0.460829,0.0,12.903226,,31.0,,3.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Growth-AI12_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,1391,2.695902,3.75,,,,,,,,1.222142,0.0,15.384615,,233.0,,3.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Readers_ZT-BookReading-AI5_RS-P1X1R3C3_aitool_cty,inactive,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,8818,2.109322,18.6,6.0,3.1,,,,,,0.408256,0.31578947,15.502381,,1449.0,,40.0,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Habits-AI3_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,30,2.333333,0.07,,,,,,,,0.0,,6.666667,,2.0,,,,
2025-12-01,2026-08-26,20260730_GrowMe_EN_9x16_FX-Women_ZT-WomenEmpowerment-AI9_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260804_ABO_AEO-Purchase_ios_vid_Growme_mexbra_0730_joy,1943,3.247555,6.31,2.0,3.155,1.0,6.31,,,,0.977869,0.10526316,15.079774,,324.0,,13.0,,
2025-12-01,2026-08-26,20260727_GrowMe_EN_9x16_FX-Readers_ZT-BookReading-2_RS-P1X1R3C3_aitool_cty,not_delivering,,,,growmme_US/UK_260804_1_purchase_8.4-before_7d_sie,52,11.538462,0.6,,,,,,,,1.923077,0.0,19.230769,,11.0,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Introverts_ZT-SelfImprovement_RS-P1X1R3C3_cty,inactive,,,,growmme_US/UK_260804_1_purchase_8.4-before_7d_sie,3710,10.644205,39.49,7.0,5.641429,,,,,,0.97035,0.36842105,14.770889,,597.0,,62.0,,
2025-12-01,2026-08-26,20260727_GrowMe_EN_9x16_FX-Readers_ZT-BookReading-2_RS-P1X1R3C3_aitool_cty,not_delivering,,,,growmme_WW_260805_1_purchase_tested_sie,548,1.186131,0.65,,,,,,,,1.642336,0.0,24.270073,,144.0,,3.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Introverts_ZT-SelfImprovement_RS-P1X1R3C3_cty,not_delivering,6.0,actions:app_custom_event.fb_mobile_purchase,36.83166667,growmme_WW_260805_1_purchase_tested_sie,240842,0.917573,220.99,453.0,0.487837,44.0,5.0225,6.0,36.831667,0.172994,1.033873,0.31946403,16.748325,1.0,43606.0,0.00249126,4018.0,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Discipline_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Successful_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Communication_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-LifeLessons_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Habits_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset2_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning-2_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Overthinkers_ZT-EmotionalHealth_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-SelfGrowth_ZT-SelfImprovement_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Introverts_ZT-SelfImprovement_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset3_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-#EnglishLearners_ZT-Learning_RS-P1X1R3C3_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
2025-12-01,2026-08-26,20260731_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning_RS-P1X1R3C3_aitool_cty,not_delivering,,,,260731_ABO_AEO-Purchase_ios_vid_Growme_WW_0731_joy,0,0.0,0.0,,,,,,,,0.0,,,,,,,,
