report_start,report_end,ad_name,广告投放,成效,成效指标,单次成效费用,account,impressions,spend,ctr,custom_derived_metrics:334261784830934,installs,单次应用安装费用 (USD),subscriptions,单次订阅费用 (USD),purchases,单次购物费用 (USD),roas,基于展示次数的 3 秒视频播放率,video_completions,视频平均播放时长,结果（初始）,成效（初始）指标
2025-12-01,2026-08-31,20260601_growme_EN_9x16_FX-Learning_ZT-communication_RS-P1X1R3C3_wxx,inactive,1.0,actions:app_custom_event.fb_mobile_purchase,77.46,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,44171,77.46,1.96509,0.24542125,67.0,1.156119,2.0,38.73,1.0,77.46,0.165634,17.48885,540.0,7,,
2025-12-01,2026-08-31,20260601_growme_EN_9x16_FX-lifelessons_ZT-education_RS-P1X1R3C3_wxx,not_delivering,3.0,actions:app_custom_event.fb_mobile_purchase,12.07666667,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,23413,36.23,1.084867,0.20535714,23.0,1.575217,3.0,12.076667,3.0,12.076667,1.294783,18.31034,215.0,6,,
2025-12-01,2026-08-31,20260601_growme_EN_9x16_FX-Finance_ZT-maderich_RS-P1X1R3C3_wxx,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,588,1.45,0.510204,0.0,,,,,,,,20.918367,6.0,5,,
2025-12-01,2026-08-31,20260601_GrowMe_EN_9x16_FX-Learning_ZT-englishpresentation_RS-P3X1R1C3_fj,inactive,2.0,actions:app_custom_event.fb_mobile_purchase,63.565,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,67398,127.13,1.445147,0.14306569,98.0,1.297245,2.0,63.565,2.0,63.565,0.164949,14.828333,522.0,4,,
2025-12-01,2026-08-31,20260601_GrowMe_EN_9x16_FX-Learning_ZT-eadingpower_RS-P3X1R1C3_fj,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,1802,4.61,0.887902,0.07692308,1.0,4.61,,,,,,18.590455,8.0,3,,
2025-12-01,2026-08-31,20260601_GrowMe_0_EN_9x16_FX-Formats_ZT-read_RS-P3X1R1C3_gy,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,509,1.59,2.1611,0.0,,,,,,,,16.699411,3.0,3,,
2025-12-01,2026-08-31,20260601_GrowMe_EN_9x16_FX-LifeLessons_ZT-mindset_RS-P3X1R1C3_gy,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,848,2.68,0.589623,0.0,,,,,,,,15.683962,11.0,5,,
2025-12-01,2026-08-31,20260601_growme_EN_9x16_FX-Quotes_ZT-meaningful_RS-P1X1R3C3_wxx,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,138,0.2,2.898551,0.0,,,,,,,,20.289855,4.0,3,,
2025-12-01,2026-08-31,20260601_GrowMe_EN_9x16_FX-Learning_ZT-listen_RS-P3X1R1C3_gy,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,114,0.28,2.631579,0.0,,,,,,,,20.175439,1.0,11,,
2025-12-01,2026-08-31,20260601_growme_EN_9x16_FX-Learning_ZT-booklist_RS-P1X1R3C3_wxx,not_delivering,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_WW_0601_joy,455,0.89,0.21978,0.0,,,,,,,,10.10989,3.0,2,,
