report_start,report_end,ad_name,广告投放,成效,成效指标,单次成效费用,account,impressions,spend,ctr,custom_derived_metrics:334261784830934,installs,单次应用安装费用 (USD),subscriptions,单次订阅费用 (USD),purchases,单次购物费用 (USD),roas,基于展示次数的 3 秒视频播放率,video_completions,视频平均播放时长,结果（初始）,成效（初始）指标
2025-12-01,2026-08-31,20260715_GrowMe_EN_4x5_FX-SelfGrowth _ZT- Learning-pic3_RS-P3X1R1C3_fj,inactive,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,10379,11.56,1.647558,0.13375796,21.0,0.550476,2.0,5.78,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260715_GrowMe_EN_9x16_01_FX-SelfGrowth_ZT-reading-pic3_RS-P1X1R3C3_wxx,inactive,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,8544,14.77,1.39279,0.04273504,5.0,2.954,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_9x16_01_FX-SelfGrowth_ZT-Communication-pic2_RS-P1X1R3C3_wxx,not_delivering,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,136,0.46,0.735294,,,,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_9x16_FX-Women_ZT-healing-pic2_RS-P1X1R3C3_wxx,not_delivering,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,269,0.74,1.486989,0.0,,,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_9x16_01_FX-SelfGrowth_ZT-Communication-pic1_RS-P1X1R3C3_wxx,inactive,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,10175,33.28,1.346437,0.03539823,4.0,8.32,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_9x16_01_FX-SelfGrowth_ZT-Learning-pic1_RS-P1X1R3C3_wxx,not_delivering,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,1069,3.04,0.561272,0.0,,,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_4x5_FX-Women_ZT-healing-pic1_RS-P1X1R3C3_wxx,inactive,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,9290,16.44,3.552207,0.00595238,2.0,8.22,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_4x5_01_FX-SelfGrowth_ZT-Communication-pic3_RS-P1X1R3C3_wxx,not_delivering,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,198,0.48,2.020202,0.0,,,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_9x16_01_FX-SelfGrowth_ZT-reading-pic2_RS-P1X1R3C3_wxx,not_delivering,,,,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,54,0.04,0.0,,,,,,,,,,,00:00:00,,
2025-12-01,2026-08-31,20260716_GrowMe_EN_9x16_FX-Women_ZT-healing-pic1_RS-P1X1R3C3_wxx,inactive,1.0,actions:app_custom_event.fb_mobile_purchase,34.54,260720_AAA_AEO-Purchase_ios_pic_Growme_WW_0713周图片_joy,12467,34.54,2.911687,0.00824176,3.0,11.513333,1.0,34.54,1.0,34.54,0.321656,,,00:00:00,,
