报告开始日期,报告结束日期,广告名称,广告投放,成效,成效指标,单次成效费用,广告组名称,展示次数,"CPM（千次展示费用） (USD)","已花费金额 (USD)",应用安装量,"单次应用安装费用 (USD)",订阅次数,"单次订阅费用 (USD)",购物次数,"单次购物费用 (USD)","广告花费回报 (ROAS) - 购物",点击率（全部）,custom_derived_metrics:334261784830934,"单次展示的播放视频达 3 秒率",帖子评论数,帖文互动,成效获得率,"视频播放进度达 100% 的次数",结果（初始）,成效（初始）指标
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Women_ZT-Growth_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,359,1.559889,0.56,,,,,,,,1.114206,0,22.005571,,88,,9,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Overthinkers_ZT-Mindset_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,381,2.283465,0.87,,,,,,,,1.312336,,18.110236,,70,,4,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Students_ZT-Focus_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,17,0,0,,,,,,,,0,,35.294118,,6,,,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Readers_ZT-BookReading_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,1170,1.905983,2.23,,,,,,,,2.649573,0,26.239316,,333,,13,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Overthinkers_ZT-LifeLessons_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,966,1.521739,1.47,1,1.47,,,,,,2.484472,0.05882353,24.120083,,254,,15,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-SelfGrowth_ZT-Discipline_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,36,0.555556,0.02,,,,,,,,2.777778,,33.333333,,13,,1,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Readers_ZT-SelfImprovement_RS-P1X1R3C3_aitool_cty,active,1,actions:app_custom_event.fb_mobile_purchase,26.15,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,13696,1.909317,26.15,7,3.735714,1,26.15,1,26.15,1.204589,1.328855,0.05645161,19.691881,,2898,0.0073014,83,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-Women_ZT-EmotionalHealth_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,356,1.853933,0.66,,,,,,,,3.089888,0,25,,103,,8,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-FinanceSeekers_ZT-Finance_RS-P1X1R3C3_aitool_cty,active,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,77,3.896104,0.3,,,,,,,,0,,14.285714,,11,,1,,
2026-07-06,2026-07-20,20260716_GrowMe_EN_9x16_FX-EnglishLearners_ZT-Learning_RS-P1X1R3C3_aitool_cty,inactive,,,,260717_ABO_AEO-Purchase_ios_vid_Growme_WW_old4_joy,15306,1.278584,19.57,11,1.779091,1,19.57,,,,0.836273,0.14864865,15.778126,,2575,,129,,
