报告开始日期,报告结束日期,广告名称,广告投放,成效,成效指标,单次成效费用,广告组名称,展示次数,"已花费金额 (USD)",点击率（全部）,custom_derived_metrics:334261784830934,应用安装量,"单次应用安装费用 (USD)",订阅次数,"单次订阅费用 (USD)",购物次数,"单次购物费用 (USD)","广告花费回报 (ROAS) - 购物","单次展示的播放视频达 3 秒率","视频播放进度达 100% 的次数",视频平均播放时长,结果（初始）,成效（初始）指标
2026-05-01,2026-06-08,20260601_GrowMe_EN_9x16_FX-Learning_ZT-listen_RS-P3X1R1C3_gy,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,14,0.06,7.142857,0,,,,,,,,28.571429,,25,,
2026-05-01,2026-06-08,20260601_GrowMe_EN_9x16_FX-WomenEmpowerment_ZT-wait_RS-P3X1R1C3_gy,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,847,6.47,1.062574,0.66666667,2,3.235,,,,,,18.299882,4,7,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748B,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,146,2.04,0.684932,,,,,,,,,17.123288,5,5,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748F,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,5,0.03,0,,,,,,,,,60,,3,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748E,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,611,7.07,1.472995,0.5,1,7.07,,,,,,22.749591,17,6,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748D,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,95,1.23,2.105263,,,,,,,,,15.789474,2,6,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748C,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,109,1.35,1.834862,0,,,,,,,,26.605505,3,6,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748I,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,5,0.02,0,,,,,,,,,,,1,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748J,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,42,0.27,2.380952,,,,,,,,,23.809524,1,4,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748A,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,6,0.12,0,,,,,,,,,33.333333,,5,,
2026-05-01,2026-06-08,20260529_growme_EN_9x16_FX-Creative_ZT-leadership_RS-P1X1R3C3_ZH_RMG-4748G,active,,,,260602_AAA_AEO-Purchase_ios_vid_Growme_T1_0601_joy,302,2.9,1.324503,0,,,,,,,,21.192053,7,6,,
