报告开始日期,报告结束日期,广告名称,广告投放,成效,成效指标,单次成效费用,广告组名称,展示次数,"CPM（千次展示费用） (USD)","已花费金额 (USD)",应用安装量,"单次应用安装费用 (USD)",订阅次数,"单次订阅费用 (USD)",购物次数,"单次购物费用 (USD)","广告花费回报 (ROAS) - 购物",点击率（全部）,custom_derived_metrics:334261784830934,"单次展示的播放视频达 3 秒率","视频播放进度达 100% 的次数",结果（初始）,成效（初始）指标
2026-06-01,2026-06-29,20260623_GrowMe_EN_9x16_FX-LifeLessons_ZT-explain_RS-P3X1R1C3_gy,active,1,actions:app_custom_event.fb_mobile_purchase,22.96,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,6593,3.482481,22.96,5,4.592,1,22.96,1,22.96,1.082317,2.426816,0.04424779,15.258608,101,,
2026-06-01,2026-06-29,20260623_GrowMe_EN_9x16_FX-Learning_ZT-read_RS-P3X1R1C3_gy,inactive,16,actions:app_custom_event.fb_mobile_purchase,41.38625,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,277557,2.385744,662.18,511,1.295851,20,33.109,16,41.38625,0.512595,1.079418,0.28263274,12.237486,1475,,
2026-06-01,2026-06-29,20260623_growme_EN_9x16_FX-Learning_ZT-read_RS-P1X1R3C3_wxx,inactive,,,,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,12560,4.422771,55.55,24,2.314583,2,27.775,,,,1.815287,0.16666667,15.262739,117,,
2026-06-01,2026-06-29,20260623_GrowMe_EN_9x16_FX-LifeLessons_ZT-timedont_RS-P3X1R1C3_fj,active,,,,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,116,4.655172,0.54,,,,,,,,0.862069,0,20.689655,1,,
2026-06-01,2026-06-29,20260623_GrowMe_EN_9x16_FX-LifeLessons_ZT-you_RS-P3X1R1C3_fj,active,,,,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,2279,3.861343,8.8,3,2.933333,,,,,,1.623519,0.14285714,19.482229,42,,
2026-06-01,2026-06-29,20260623_GrowMe_EN_9x16_FX-Learning_ZT-fast_RS-P3X1R1C3_gy,inactive,,,,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,12075,2.65176,32.02,11,2.910909,,,,,,0.935818,0.21568627,17.258799,133,,
2026-06-01,2026-06-29,20260623_GrowMe_EN_9x16_FX-Mindset_ZT-age_RS-P3X1R1C3_gy,active,,,,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,284,2.288732,0.65,,,,,,,,3.521127,0,17.957746,3,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-LifeLessons_ZT-responsibility_RS-P3X1R1C3_fj,active,15,actions:app_custom_event.fb_mobile_purchase,40.544,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,202569,3.002236,608.16,247,2.462186,21,28.96,15,40.544,0.437105,1.093948,0.20279146,11.881384,1168,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-Learning_ZT-tigao_RS-P3X1R1C3_fj,inactive,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,20717,2.567939,53.2,41,1.297561,,,,,,1.168123,0.25153374,11.478496,87,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-Learning_ZT-english_RS-P3X1R1C3_fj,inactive,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,8423,3.02505,25.48,9,2.831111,,,,,,1.519649,0.10588235,16.763623,93,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-Learning_ZT-yourself_RS-P3X1R1C3_fj,active,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,1274,2.919937,3.72,1,3.72,,,,,,1.255887,0.08333333,16.248038,12,,
2026-06-01,2026-06-29,"20260622_GrowMe_EN_9x16_FX-Learning_ZT-social media_RS-P3X1R1C3_fj",inactive,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,12086,2.772629,33.51,7,4.787143,,,,,,1.166639,0.09459459,12.841304,108,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-LifeLessons_ZT-choice_RS-P3X1R1C3_gy,active,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,46,2.608696,0.12,,,,,,,,4.347826,0,23.913043,2,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-Learning_ZT-speaking_RS-P3X1R1C3_gy,inactive,1,actions:app_custom_event.fb_mobile_purchase,121.03,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,73063,1.656516,121.03,97,1.247732,5,24.206,1,121.03,0.125093,0.982714,0.26430518,15.319656,686,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-LifeLessons_ZT-responsibility_RS-P3X1R1C3_gy,active,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,506,3.043478,1.54,,,,,,,,0.790514,,23.320158,4,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-Mindset_ZT-confident_RS-P3X1R1C3_gy,inactive,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,31719,2.1082,66.87,35,1.910571,,,,,,0.769255,0.26119403,16.605189,448,,
2026-06-01,2026-06-29,20260622_GrowMe_EN_9x16_FX-Learning_ZT-English_RS-P3X1R1C3_gy,inactive,,,,260623_ABO_AEO-Purchase_ios_vid_Growme_WW_0622_joy,9830,2.238047,22,9,2.444444,,,,,,0.701933,0.27272727,16.073245,84,,
2026-06-01,2026-06-29,20260623_growme_EN_9x16_FX-LifeLessons_ZT-readvsnotread_RS-P1X1R3C3_wxx,active,,,,260624_ABO_AEO-Purchase_ios_vid_Growme_WW_0623_joy,3634,1.620804,5.89,,,,,,,,0.550358,0,51.816181,409,,
