报告开始日期,报告结束日期,广告名称,广告投放,成效,成效指标,单次成效费用,广告组名称,展示次数,"CPM（千次展示费用） (USD)","已花费金额 (USD)",应用安装量,"单次应用安装费用 (USD)",订阅次数,"单次订阅费用 (USD)",购物次数,"单次购物费用 (USD)","广告花费回报 (ROAS) - 购物",点击率（全部）,custom_derived_metrics:334261784830934,"单次展示的播放视频达 3 秒率","视频播放进度达 100% 的次数",结果（初始）,成效（初始）指标
2025-12-01,2026-06-26,20260616_growme_EN_9x16_FX-Learning_ZT-readextensive_RS-P1X1R3C3_wxx,active,6,actions:app_custom_event.fb_mobile_purchase,58.64,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,101196,3.476817,351.84,140,2.513143,12,29.32,6,58.64,0.502842,2.134472,0.08343266,21.176726,424,,
2025-12-01,2026-06-26,20260616_growme_EN_9x16_FX-LifeLessons_ZT-urgetopry_RS-P1X1R3C3_wxx,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,8391,3.309498,27.77,7,3.967143,,,,,,1.942558,0.07526882,21.439638,48,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-LifeLessons_ZT-clearai_RS-P3X1R1C3_gy_jql,active,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,3078,3.050682,9.39,4,2.3475,1,9.39,,,,1.332034,0.16666667,17.511371,20,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-Communication_ZT-speak_RS-P3X1R1C3_gy,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,16412,2.479893,40.7,17,2.394118,,,,,,0.834755,0.25373134,19.053132,203,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-Learning_ZT-think_RS-P3X1R1C3_gy,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,29372,1.769713,51.98,46,1.13,2,25.99,,,,1.855509,0.1185567,19.178129,414,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-Mindset_ZT-compare_RS-P3X1R1C3_gy,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,11773,2.727427,32.11,19,1.69,1,32.11,,,,1.129704,0.25675676,14.465302,109,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-LifeLessons_ZT-water_RS-P3X1R1C3_gy_jql,inactive,8,actions:app_custom_event.fb_mobile_purchase,67.26125,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,232832,2.311065,538.09,384,1.401276,11,48.917273,8,67.26125,0.369046,1.41003,0.27927273,13.307449,1905,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-stuck_RS-P3X1R1C3_gy_jql,inactive,1,actions:app_custom_event.fb_mobile_purchase,34.84,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,12660,2.751975,34.84,17,2.049412,1,34.84,1,34.84,0.240241,1.279621,0.16666667,16.034755,68,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-peaple_RS-P3X1R1C3_gy_jql,inactive,3,actions:app_custom_event.fb_mobile_purchase,85.84333333,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,118878,2.166339,257.53,215,1.197814,8,32.19125,3,85.843333,0.327496,1.317317,0.28781794,12.336177,487,,
2025-12-01,2026-06-26,20260615_growme_EN_9x16_FX-LifeLessons_ZT-changelife_RS-P1X1R3C3_wxx,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,144,2.638889,0.38,,,,,,,,2.083333,0,22.222222,2,,
2025-12-01,2026-06-26,20260615_growme_EN_9x16_FX-Learning_ZT-practive_RS-P1X1R3C3_wxx,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,25740,1.840326,47.37,53,0.893774,1,47.37,,,,1.231546,0.29608939,15.878011,105,,
2025-12-01,2026-06-26,20260615_growme_EN_9x16_FX-Faith_ZT-amen_RS-P1X1R3C3_wxx,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,5904,4.400407,25.98,3,8.66,,,,,,1.388889,0.04615385,18.97019,91,,
2025-12-01,2026-06-26,20260615_growme_EN_9x16_FX-LifeLessons_ZT-positive_RS-P1X1R3C3_wxx,active,26,actions:app_custom_event.fb_mobile_purchase,38.09,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,333845,2.966466,990.34,463,2.138963,37,26.765946,26,38.09,0.61384,1.568692,0.14303367,16.73621,4009,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-LifeLessons_ZT-youselfai_RS-P3X1R1C3_gy_jql,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,7730,2.611902,20.19,18,1.121667,,,,,,1.746442,0.21686747,18.732212,45,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-Mindset_ZT-world_RS-P3X1R1C3_gy_jql,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,12508,2.850975,35.66,17,2.097647,,,,,,0.959386,0.265625,16.981132,60,,
2025-12-01,2026-06-26,20260616_GrowMe_EN_9x16_FX-Learning_ZT-learn_RS-P3X1R1C3_gy,inactive,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,16887,2.64523,44.67,43,1.038837,,,,,,1.213952,0.36440678,14.762835,230,,
2025-12-01,2026-06-26,20260616_growme_EN_9x16_FX-Creative_ZT-SocialMedia_RS-P1X1R1C3_HJ_RMG-5219E,active,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,3665,3.68895,13.52,4,3.38,,,,,,1.391542,0.11764706,24.747613,41,,
2025-12-01,2026-06-26,20260616_growme_EN_9x16_FX-Learning_ZT-english_RS-P1X1R3C3_wxx,active,,,,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,2506,2.35435,5.9,4,1.475,,,,,,1.995211,0.12121212,22.625698,63,,
2025-12-01,2026-06-26,20260616_growme_EN_9x16_FX-Creative_ZT-Publicspeaking_RS-P1X1R1C3_HJ_RMG-5219G,inactive,2,actions:app_custom_event.fb_mobile_purchase,34.45,260617_ABO_AEO-Purchase_ios_vid_Growme_WW_0616_joy,18813,3.662361,68.9,35,1.968571,1,68.9,2,34.45,0.191727,1.483017,0.18817204,20.88981,250,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-explain_RS-P3X1R1C3_gy,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,42,1.904762,0.08,,,,,,,,2.380952,,35.714286,,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Learning_ZT-learn_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,20004,2.403519,48.08,41,1.172683,,,,,,1.414717,0.20707071,13.607279,106,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-zhencheng_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,8822,3.493539,30.82,17,1.812941,,,,,,1.269553,0.36956522,19.610066,121,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Learning_ZT-English_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,14838,3.147998,46.71,37,1.262432,1,46.71,,,,1.422025,0.31896552,18.803073,228,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-try_RS-P3X1R1C3_gy_jql,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,1495,1.919732,2.87,,,,,,,,0.869565,0,16.521739,25,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Financet_ZT-rich_RS-P3X1R1C3_gy_jql,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,550,2.327273,1.28,,,,,,,,1.454545,0,25.272727,13,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Quetes_ZT-everything_RS-P3X1R1C3_gy_jql,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,1027,2.161636,2.22,,,,,,,,0.584226,0,17.137293,4,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-advice_RS-P3X1R1C3_gy_jql,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,3160,2.838608,8.97,1,8.97,,,,,,0.917722,0.05555556,19.873418,6,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-SelfImprovement_ZT-better_RS-P3X1R1C3_gy_jql,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,11577,2.656992,30.76,8,3.845,,,,,,0.777403,0.16666667,14.623823,45,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Mindset_ZT-optimism_RS-P3X1R1C3_gy_jql,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,1285,2.412451,3.1,2,1.55,,,,,,1.322957,0.28571429,17.198444,5,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-future_RS-P3X1R1C3_gy_jql,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,1807,3.370227,6.09,2,3.045,,,,,,2.933038,0.05405405,21.748755,10,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Habits_ZT-learn_RS-P3X1R1C3_gy_jql,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,8287,3.009533,24.94,5,4.988,,,,,,1.242911,0.07042254,18.01617,24,,
2025-12-01,2026-06-26,"20260612_GrowMe_EN_9x16_FX-Book Reading_ZT-true yuyan_RS-P3X1R1C3_fj",active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,51,2.745098,0.14,,,,,,,,3.921569,0,29.411765,1,,
2025-12-01,2026-06-26,"20260612_GrowMe_EN_9x16_FX- Learning_ZT- future_RS-P3X1R1C3_fj",active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,814,1.756757,1.43,,,,,,,,1.597052,0,20.638821,11,,
2025-12-01,2026-06-26,20260612_GrowMe_EN_9x16_FX-Communication_ZT-communication_RS-P3X1R1C3_fj,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,3753,2.334133,8.76,6,1.46,,,,,,1.012523,0.27272727,18.252065,53,,
2025-12-01,2026-06-26,"20260612_GrowMe_EN_9x16_FX-Communication_ZT- powerfully_RS-P3X1R1C3_fj",active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,58,6.896552,0.4,,,,,,,,5.172414,0,18.965517,,,
2025-12-01,2026-06-26,"20260612_GrowMe_EN_9x16_FX- Learning_ZT- study_RS-P3X1R1C3_fj",active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,3918,3.404798,13.34,2,6.67,,,,,,1.914242,0.03333333,16.870852,44,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Successful_ZT-communicate_RS-P3X1R1C3_fj,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,507,2.682446,1.36,,,,,,,,1.775148,0,21.301775,12,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Creative_ZT-11things_LV1-scape_RS-P3X1R1C3_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,4723,5.043405,23.82,6,3.97,2,11.91,,,,1.100995,0.17647059,28.24476,98,,
2025-12-01,2026-06-26,20260615_growme_EN_9x16_FX-test_ZT-niupizhi_LV1-rain_RS-P1X1R3C1_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,10474,2.094711,21.94,12,1.828333,,,,,,0.954745,0.26086957,19.696391,79,,
2025-12-01,2026-06-26,"20260615_GrowMe_EN_9x16_FX-Challenge_ZT-Follow along_RS-P3X1R1C3_fj",active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,1990,3.688442,7.34,4,1.835,,,,,,1.959799,0.1025641,21.507538,6,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-Learning_ZT-speech_RS-P3X1R1C3_fj,active,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,2913,2.396155,6.98,1,6.98,,,,,,0.995537,0.08333333,19.361483,36,,
2025-12-01,2026-06-26,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-dream_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,17861,2.59168,46.29,42,1.102143,,,,,,2.054756,0.18918919,16.320475,315,,
