report_start,report_end,ad_name,广告投放,成效,成效指标,单次成效费用,account,impressions,spend,ctr,custom_derived_metrics:334261784830934,installs,单次应用安装费用 (USD),subscriptions,单次订阅费用 (USD),purchases,单次购物费用 (USD),roas,基于展示次数的 3 秒视频播放率,video_completions,视频平均播放时长,结果（初始）,成效（初始）指标
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Successful_ZT-communicate_RS-P3X1R1C3_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,7931,19.79,1.096961,0.18367347,9.0,2.198889,,,,,,19.341823,95.0,9,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Creative_ZT-11things_LV1-scape_RS-P3X1R1C3_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,4723,23.82,1.100995,0.17647059,6.0,3.97,2.0,11.91,,,,28.24476,98.0,10,,
2025-12-01,2026-08-31,20260615_growme_EN_9x16_FX-test_ZT-niupizhi_LV1-rain_RS-P1X1R3C1_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,10474,21.94,0.954745,0.26086957,12.0,1.828333,,,,,,19.696391,79.0,7,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Challenge_ZT-Follow along_RS-P3X1R1C3_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,13180,40.0,1.198786,0.18518519,30.0,1.333333,2.0,20.0,,,,16.957511,64.0,6,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Learning_ZT-speech_RS-P3X1R1C3_fj,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,17258,40.23,1.240005,0.12403101,16.0,2.514375,,,,,,17.412215,190.0,8,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-dream_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,17861,46.29,2.054756,0.18918919,42.0,1.102143,,,,,,16.320475,315.0,8,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-explain_RS-P3X1R1C3_gy,not_delivering,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,48,0.1,2.083333,,,,,,,,,37.5,,17,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Learning_ZT-learn_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,20004,48.08,1.414717,0.20707071,41.0,1.172683,,,,,,13.607279,106.0,4,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-zhencheng_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,8822,30.82,1.269553,0.36956522,17.0,1.812941,,,,,,19.610066,121.0,9,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Learning_ZT-English_RS-P3X1R1C3_gy,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,14838,46.71,1.422025,0.31896552,37.0,1.262432,1.0,46.71,,,,18.803073,228.0,10,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-try_RS-P3X1R1C3_gy_jql,not_delivering,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,2079,3.55,0.913901,0.0,,,,,,,,15.873016,31.0,3,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Financet_ZT-rich_RS-P3X1R1C3_gy_jql,not_delivering,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,688,1.62,1.744186,0.0,,,,,,,,23.546512,16.0,6,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-Quetes_ZT-everything_RS-P3X1R1C3_gy_jql,not_delivering,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,1410,2.72,0.70922,0.0,,,,,,,,18.014184,5.0,5,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-LifeLessons_ZT-advice_RS-P3X1R1C3_gy_jql,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,12789,30.57,0.89921,0.05479452,4.0,7.6425,,,,,,16.905153,28.0,7,,
2025-12-01,2026-08-31,20260615_GrowMe_EN_9x16_FX-SelfImprovement_ZT-better_RS-P3X1R1C3_gy_jql,inactive,,,,260616_ABO_AEO-Purchase_ios_vid_Growme_WW_0615_joy,11577,30.76,0.777403,0.16666667,8.0,3.845,,,,,,14.623823,45.0,5,,
